,F109,F112,F114,F116,F129,F132,F137,F138,F141,CF92,CF93,CF94,CF95,CF97,CF98,CF100,CF101,CF104,CF108,FTg113,FTg115,FTg117,FTg118,FTg119,FTg124,FTg125,FTg126,FTg127,FTg130,FTg133,FTg140,CFTg89,CFTg91,CFTg99,CFTg106,CFTg107,CFTg120,CFTg121,CFTg122,CFTg123,CFTg134,CFTg135,CFTg136,QC3,QC4,QC5,QC6,QC7,QC8
Compound,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,QC,QC,QC,QC,QC,QC
PE(19:1/0:0),0.882520421,0.963256395,0.773071391,0.897835881,0.813517717,0.823296782,1.005336487,1.011597814,0.969608633,1.322568949,0.819289463,1.25253231,0.916347761,0.798588154,0.895080568,0.8830167,1.012307747,1.031900971,0.832296693,0.863970748,0.998427289,0.957084997,0.970943409,0.944021939,1.03443828,0.994514332,1.117772555,1.035722245,0.9844462,0.88897344,1.033494218,0.898129487,0.831458865,0.817946454,0.916853184,0.922655512,0.935794189,1.001618465,0.986875203,1.05276403,0.956311524,0.748386945,1.016249949,0.987566922,0.988264636,1.009388618,1.006401212,1.010313153,1.071641606
PE(22:2/20:5),0.969507797,0.861593931,0.941163303,0.871403351,0.919936046,0.874786542,0.919925531,1.063173682,0.81535636,1.159689871,0.874204044,1.040067834,0.954437071,0.932094781,0.996299349,1.055175732,1.060881137,1.0414622,0.947646711,0.93351756,0.927001005,0.980054858,0.913205469,0.985065253,0.922469646,0.97113941,0.907917312,0.924601867,0.868560123,1.097442984,0.987684813,0.958095803,0.957258607,0.825924071,0.940561975,1.042821749,0.882756463,1.080547165,0.877000326,1.079279651,0.999625071,0.988212619,0.97191053,1.003836969,1.001004648,0.997693206,0.96926714,1.002241779,1.002239837
PE(22:4/15:0),0.960616006,0.926106465,1.109604033,1.425382796,0.957507435,1.548201401,1.246985803,1.04175259,1.023148476,1.307339751,1.101994061,1.47018658,1.127123489,1.24924721,1.06293149,1.152098278,1.386783536,1.00359437,0.852530215,1.046100914,1.022751842,1.147127622,1.449139413,1.017459645,0.782175341,0.773235945,0.882560325,1.06178165,0.982566884,1.242705464,0.857283643,0.98919509,0.93672981,0.809667528,0.79815377,1.116211151,1.09104356,0.840608925,0.916184012,0.950576095,0.90596488,0.824693696,0.808605811,0.996273225,0.99627922,0.997387263,1.003614631,0.996797678,1.027280073
PE(22:6/22:6),0.962701953,0.843678741,0.941973407,0.847459438,1.047435753,1.032256312,0.934664824,0.99936345,0.780087432,1.060521818,0.947352924,1.041560454,0.853817643,0.953728054,1.031520479,0.944324591,1.099605796,1.112470578,0.913866143,0.920141135,0.961424384,0.93836456,0.837943983,1.069952756,0.995789829,0.927765955,0.880220885,0.938881293,0.934838707,1.048299241,1.047201527,0.969571772,0.933337134,0.902979962,1.099558715,1.027874748,0.87873217,1.034110046,0.97872979,1.057316258,1.041463642,0.867553694,0.997094424,0.995462332,0.996384342,1.004068403,0.995670897,1.030280998,1.004199313
PE(24:0/22:4),1.05298172,1.150529784,1.277817637,0.943403158,1.171150468,1.419953339,1.006672757,0.844009855,1.188241314,0.57833057,1.104610623,0.792582278,0.998238881,1.368824856,1.135319614,0.911974287,1.064042015,0.897676221,0.922453578,1.2529488,1.192607039,1.291717174,1.165428614,1.136051519,1.305475802,1.340848554,1.166500476,1.154421285,1.360105458,0.963832421,1.160321772,1.41246228,1.123700519,1.32755416,1.423442096,0.699254685,1.248187252,0.937062,1.675158711,1.126666896,1.163469401,1.155938199,1.063869012,0.991485045,1.047002503,0.991882137,1.015412354,0.992278951,0.991544863
PE(16:0/22:4),1.232547562,0.991434013,0.87981491,0.823926241,0.567236871,0.845235616,1.130997492,1.110330636,0.872859705,0.774148217,0.846750439,0.666503915,1.312462513,1.219800204,1.138947004,1.186949873,1.078237311,1.230386822,0.702023638,1.536404207,1.261193913,1.420675539,2.853785582,1.177648446,1.146305781,1.482583912,1.409404207,1.176234686,1.326916099,0.839954191,0.868844583,2.262117,1.474367934,0.70574589,0.842068614,0.772560687,1.2008681,1.309907088,0.841391548,1.055751377,0.826351716,2.151691185,1.173215307,1.176755409,0.97593459,0.994739216,0.978489027,0.971893237,0.974051574
PE(16:0/0:0)-iso2,0.840225611,0.904600587,0.844061287,0.916582308,0.983670567,1.014929607,1.141655906,0.865292307,0.913330388,1.037968733,0.789015936,1.205720371,0.860660222,0.897440551,1.047115051,0.889145084,1.227560847,0.90009789,0.865727477,1.020893096,0.972816547,0.959928117,0.992199673,1.048150105,1.071382925,0.791140526,1.132928738,1.037422141,1.169077957,1.014044397,1.104688155,0.842616665,0.804598228,0.908176815,1.094905991,0.958905398,0.957779847,0.94633301,0.979704807,0.918983657,0.855514169,0.768093279,0.831827562,1.005621235,0.986610144,1.005789596,0.994204229,0.994502276,1.036770279
PHENACYLAMINE,0.964173428,0.943953947,0.971553696,1.024100032,0.78568001,0.895476594,0.915379879,0.955942725,0.778997115,1.477198045,0.96789556,1.241690485,1.027724177,0.873147856,0.765616274,0.834198968,0.997740568,0.837959874,0.898110852,0.661798638,0.822660095,0.822396659,0.803951741,0.869820801,0.690373686,0.796885899,0.886325164,0.817666198,0.823803103,0.780665171,0.744274166,0.704641259,0.927089617,0.843904324,0.733757187,0.891138809,1.011147408,0.984235573,0.809153382,1.090759788,0.967183158,0.789063577,1.154389484,0.993385993,0.982381256,1.002153888,1.006269559,1.006026015,1.022969515
PIPECOLINIC ACID,0.77567433,0.513635946,0.556253017,0.659708273,0.598207,1.614692891,0.811928897,0.680918255,0.501261829,0.91101071,0.29262673,0.661724477,0.608404403,0.554305445,0.540104021,0.583422501,0.39219103,1.867877339,1.23983739,0.564251944,0.82462657,0.691473113,1.886964398,2.486779526,0.958123103,0.513886999,0.667402743,0.917564174,0.508016928,0.566371112,1.312313537,0.568472303,0.609598657,0.988822747,0.729084777,0.930882959,1.893806076,0.7833692,0.897266246,3.752159701,0.582511743,0.623719945,1.272882679,0.943492673,0.950990507,1.02803959,1.115468462,0.958003262,0.955068173
PS(18:1/0:0),0.964254388,1.008194716,0.749296765,0.827910721,0.695286734,0.850084506,0.99614921,0.837097138,0.69727524,1.033462512,0.84441897,1.037940221,1.687038598,0.979878899,1.040855645,1.103252957,1.317763764,0.920845762,0.714439717,0.817349175,1.229264022,0.868870435,1.098373862,1.214668092,0.796049663,0.866229478,1.133008576,1.101074656,0.786434343,0.692581802,0.865490844,1.022194339,1.017252436,0.705083208,0.887959394,0.735683563,1.21000482,0.974471077,0.770658631,1.032167838,1.041877979,0.965314358,1.35404351,1.006339769,0.932792915,1.00601959,1.006003089,1.006143459,0.979547346
PS(18:3/20:0),0.727734224,1.068803278,0.866924323,0.940761745,0.83726387,0.765584453,1.00442523,0.926078998,1.149157036,0.775101127,0.895470862,0.91347549,0.853889426,0.743287934,1.045887962,1.106109656,1.351668171,1.063423565,0.893741857,1.208632504,1.175739008,0.855823184,1.113915431,1.069125637,1.065071186,0.986407476,1.012276549,1.056425054,0.996099795,1.058101299,1.032402043,0.96152903,1.051428338,0.842289154,0.881015354,1.060043324,0.966864626,0.929551813,0.983364175,1.247697444,0.887854662,1.145609679,1.146602263,1.003991002,1.004073677,1.002754005,1.004105289,0.951923858,0.995791755
PS(18:3/22:0),0.885742516,0.943525599,0.979353849,0.791341681,1.013806641,0.980297902,1.004521993,1.01778177,0.988278137,1.074036602,0.861240082,1.057390383,0.940458762,0.884644258,0.956320791,1.057094424,1.197516599,1.120861877,0.891960947,1.029873821,0.964778811,0.895142105,0.96043746,0.883389368,0.977219069,0.864659388,0.854851111,1.027653629,1.003614396,1.037855461,1.048368054,0.814871092,1.047686687,0.776921563,0.896886679,1.033047675,0.887869189,1.009960408,1.037098587,1.053366658,0.927847801,0.934805692,0.954332191,0.941621531,0.990179075,1.008914079,1.008893893,0.9907373,1.008600633
PS(18:4/22:2),1.462596908,0.38843124,1.040099465,0.488552558,0.338972038,1.161525516,0.791859436,1.019085086,0.70533585,1.539097985,0.724322696,1.34822586,0.852242615,0.959838873,0.754417826,1.459406516,0.655643474,1.016881027,0.914096809,0.67247778,0.542043897,0.260296514,0.863531446,0.670245875,1.279289361,0.23950818,0.761600186,1.372429082,1.274150914,1.153790436,0.55407752,0.558668095,0.612415505,1.141707906,0.918687799,1.47047143,0.494242898,1.152320255,0.597930602,1.216333757,0.879998445,0.98984023,1.117867856,0.753747166,1.036632361,0.986057838,1.026517439,0.950294193,1.085828234
PS(20:1/20:0),1.008142577,0.890520278,1.039977433,0.903507881,1.015430886,1.070093432,1.138244382,1.053225281,0.900159165,1.024798406,0.958843686,1.053188079,0.876323328,0.928937491,0.878628835,0.957438091,1.185141729,1.014244567,0.98657349,0.881535235,0.97893513,0.892193934,0.875470724,0.816729092,1.069550407,0.719622938,0.919073804,0.93969364,1.015051919,0.906532887,0.907720201,0.76047444,0.970956192,0.94670635,0.911689596,1.05604133,0.976693916,0.905107586,0.979214063,1.046057675,0.944057789,0.894058009,0.970156357,0.969431224,1.008136545,0.992025722,1.007276145,0.99255646,1.008027222
PS(20:4/20:0),0.977106593,0.848638956,1.044564587,0.839578486,1.027596973,1.119834872,1.07938263,0.947536816,0.894458272,0.939064875,0.808847585,1.03314481,0.827703533,0.780537993,0.885487901,0.993523845,1.14431147,1.218331705,0.905986813,1.053028703,0.974327832,0.918488864,1.101589605,1.019644153,0.932844365,0.909846267,0.981418613,1.160025621,1.101066855,1.120292183,1.063283211,0.825189809,0.965990859,0.78924514,0.979784799,0.998135636,0.833214105,0.934500762,0.995671693,1.101342625,0.987411516,0.931982468,0.872980002,0.996518136,0.999882695,0.996442428,0.992998336,1.00339779,1.013814387
PS(20:4/22:0),0.787843351,0.981741288,1.01098851,1.050115687,0.603143153,1.089364665,1.210844923,1.159863902,1.343417645,1.347072984,1.233429335,1.096926938,1.248384128,1.189147808,1.071868334,0.862025966,1.117400439,0.730875635,1.11170803,0.893988288,0.913023496,0.69419758,0.857438375,0.709035962,0.851807919,0.787353123,0.966600199,0.690676791,0.933689287,0.855246194,0.855531706,0.902339612,0.576652518,0.787193373,0.789429105,0.830329426,0.715086828,0.835663187,0.83938729,0.810156833,0.978066679,0.713032372,0.671296505,0.994504625,1.051538139,1.005390321,0.994534501,0.999073229,1.000232024
Spermic acid,1.086056041,0.731476832,0.641963282,1.267599631,0.916762745,0.74927213,1.048274317,0.738824639,0.539697442,1.317619427,0.867936523,1.210220327,0.865781861,1.007034883,1.093051857,1.480866437,0.967491434,1.279425637,0.682010045,0.917892933,1.180361552,1.191380219,1.288190064,0.948288047,0.902971837,0.739012557,1.052037885,1.179639281,1.055406388,0.751154259,1.150369768,0.736182102,0.765811619,0.832115259,0.999647167,1.18680192,1.352778581,1.243013369,0.891627267,1.550882809,1.513591006,1.068076989,0.592071348,1.009461031,0.968202801,1.01025631,1.009407305,1.05974779,0.989601776
SPERMIDINE,0.61813464,0.896968815,0.817542315,0.93153582,0.649530971,0.879471776,1.059654064,1.120170409,0.482310521,2.036990697,1.237549809,1.024386094,1.064219092,0.756755983,0.563072099,1.246584716,0.714802782,1.002550503,0.911248278,0.736746269,0.861291597,0.740343239,0.867975326,0.927558112,1.143310915,0.751175527,0.682199266,0.743434524,1.052672083,1.28605588,0.658422861,1.300608332,0.994092444,0.842287846,0.884999197,1.625423325,0.793221263,0.8889998,0.632102526,1.069489854,1.031385962,1.047009918,0.882140963,0.938495631,1.013300373,0.985277908,1.012298026,1.012022755,0.985938928
Sphinganine,0.976046908,0.934897948,1.036556285,1.108473811,0.97897032,0.95372729,0.940796909,0.983928138,0.979519251,0.964319519,0.931896231,1.140105926,1.06739203,1.065539108,0.995724219,1.187959255,0.926363117,0.954435828,1.021853615,0.90328328,1.000737973,1.025302246,0.96620384,0.977440041,1.057086822,1.026431596,0.968815431,0.973649455,1.073803299,1.064041687,0.935727663,0.961837271,1.046584029,0.960592603,0.965507449,1.125773719,0.966239754,1.055073649,0.98018235,1.008153717,0.950693649,1.06540319,1.124332277,1.005264958,0.994156353,1.00534604,0.986711712,1.005245821,0.994374749
Succinyladenosine,0.94152154,0.816823285,1.000828284,1.052038436,1.134484278,1.02119114,1.041021148,0.91639689,0.826095117,0.942645931,0.863255248,1.227410513,0.831153356,0.970805251,0.835985804,0.833118799,0.879098884,0.322590198,0.740801782,1.037720684,1.086734377,0.992093417,0.880358686,1.117950207,0.95930905,0.95603477,1.032998148,1.162649565,1.194679202,0.997129205,1.128953329,0.634198666,0.778422452,0.96878245,0.983846766,1.090305557,0.88301001,1.148162073,1.005482427,0.951599139,0.346107894,0.805192949,0.8997914,0.99045511,0.990459282,1.009284301,0.991143376,1.032164964,1.008356173
TAURINE,0.98397381,0.935540801,0.972275028,0.843134891,1.032699253,0.897653275,1.01943893,0.88800281,1.140891349,1.116987612,0.884682438,0.99861501,0.851759185,0.8769917,1.121504035,0.963643477,0.95498077,1.213275922,0.998457803,0.901008597,1.040805511,0.933772528,1.072679721,0.940585901,1.10502488,1.007424816,1.108214358,0.968111956,0.974543303,1.121518879,1.108108629,1.066927229,1.005641268,0.941935859,0.953377006,0.938401798,0.84182163,0.920595174,0.935167243,1.036731622,1.036458306,0.958247074,0.892825655,0.969113884,1.007227561,1.007058739,1.006170365,0.945475994,1.007646502
TG(14:1/20:5/22:6),0.994046708,0.900237634,1.394631857,1.473827025,0.986638869,0.802569458,1.139955725,1.275776772,2.259641262,0.511313819,1.443785978,1.774827191,1.082394671,1.15090566,1.517859601,2.088999957,1.305374926,1.21184429,0.622889521,0.659636247,0.965920952,1.216822976,0.909722726,0.474213641,1.007423944,0.682037514,0.419961389,1.36279838,0.911919209,0.94492719,1.373714283,1.104264438,0.800017166,0.617036088,0.818419179,0.462082421,1.003582266,0.628363685,0.520353606,1.199476282,0.599425814,0.779329899,1.598012319,0.83148737,1.012532607,0.984208024,0.988654284,1.068710527,1.015008205
TG(18:4/18:3/18:4),1.015352299,1.027383859,1.168365113,0.937894211,0.964587697,1.282509668,0.953470035,0.823298836,0.851217862,0.568880486,1.034323976,0.98841717,0.656470322,1.33693423,0.948358537,0.804939614,1.335952648,0.999326514,0.795836874,1.042761502,1.228228128,1.063401908,1.013944802,1.163309755,1.353622837,1.053517443,1.086193069,1.330560336,1.145870254,0.943409464,1.324619588,1.150027384,1.004743759,1.220906257,1.199182878,0.800048865,1.067545293,0.905836525,1.408811552,1.022661394,0.917834769,0.887762883,1.099571674,1.029638956,0.989799648,0.990089838,1.009049006,0.989816751,1.04398812
Urea,0.727078989,0.790900882,0.744373954,0.657056666,0.885523245,0.877227003,0.811221429,0.842074969,0.75889714,1.025805196,0.774155968,1.044265859,0.781458429,0.881404682,0.925499309,0.952213744,0.881003958,0.867631047,0.967949237,1.064514677,1.131865047,0.93051533,0.935544679,0.941468585,1.090452354,0.852631646,1.028779104,0.955178656,0.941793875,0.99798093,0.920483611,0.973932053,0.777843323,0.863487627,1.077221203,0.915251274,0.829131391,0.842501609,0.934446036,2.264134318,0.858317516,0.703699961,0.881416701,0.935318973,0.998882914,1.001658731,0.99476454,1.007912895,1.007798863
Uric acid,0.858614777,1.669045646,0.352745273,0.644847466,0.644207604,0.606756214,0.671804084,1.621985135,0.770269926,1.215316926,0.594199012,0.660552743,0.465619277,0.488317321,0.894776181,0.544790116,0.873448619,3.719147093,0.526580569,0.476737653,0.963316902,1.003033722,1.99342783,1.115714017,0.749808128,0.802786192,0.656779982,0.713553458,0.367152228,1.071809377,0.539573374,0.845775672,1.070361296,0.537110548,0.783309956,1.354210861,0.731088663,1.878049412,1.001991606,1.47164408,0.829731189,0.69882929,1.269959814,1.034752024,0.955923222,1.08079183,1.025185182,0.966311126,0.969140925
Valyl-Asparagine,0.867093076,1.017157993,0.789211961,1.13259994,0.681191199,0.889253697,0.929024837,0.980924381,0.957878611,1.232460052,0.771440997,0.903647816,0.609635771,0.919109312,0.92934041,0.880061995,1.11610443,1.621090786,0.73609354,0.91713148,0.98212843,0.864076246,0.889454227,1.056403379,1.021142218,1.00467449,1.012766779,1.01246573,0.904134709,0.831460844,0.953942385,1.038550095,0.871462915,0.849930699,0.931476794,0.949666484,0.801145126,0.951866643,1.133966858,0.879021323,1.042353013,0.932775208,0.919758396,0.987293256,1.011468846,1.009548436,0.98828003,1.0102913,1.060776324
Vitamin A,0.817372044,1.079233635,0.729614143,1.403933071,0.922664993,1.610655448,0.998122504,1.266218314,0.152895357,1.659240911,1.471835722,1.917275473,1.389251212,1.46837719,0.716445857,0.645377238,1.367489601,0.919469694,1.193373998,0.682053344,0.807003076,0.701573881,0.270862168,0.832512302,0.724850395,0.810379143,0.406971656,0.477864807,0.494762678,0.702609008,0.865886907,0.666853842,0.634013201,0.891819961,0.386916138,1.082641811,0.486768421,0.516806674,1.15452617,0.714002502,0.841948543,0.696614077,0.91800978,1.009073061,0.990368586,0.990551444,0.991122646,0.991214018,1.073773464
XANTHINE,0.920900811,1.23359548,1.100493463,0.917199613,1.081312207,1.156593959,0.959918699,0.935481421,0.912119715,1.305732763,0.915148085,1.363261075,1.081464621,0.9435122,0.656148942,0.888064009,0.832389505,1.353504407,0.808575034,0.852847065,1.168383165,0.929686151,0.84631408,0.94460569,0.849867994,1.076114653,0.801724269,0.910052017,0.852718348,0.963333936,1.148373299,0.950921625,0.766557557,0.719388293,0.832538835,0.762195111,0.84606881,0.865912136,1.061365951,1.049865837,1.028549568,0.897179734,0.86138182,1.011762934,0.988670569,0.948817333,1.010671361,1.02277626,0.98754687
Cer(d18:0/18:1),0.488741007,0.739950292,1.178844209,0.948046783,1.300343496,0.773883628,0.973729244,0.831830665,1.661145921,0.703229784,1.155034039,0.868095852,1.376911866,0.49336358,1.145003366,1.128556362,1.222160251,0.819657668,1.09732543,0.729765412,1.03547324,0.769051187,0.580891041,0.565943716,1.630015026,0.866288486,0.503447152,0.714455879,1.031833061,0.92742559,1.262443847,0.845976626,1.065607474,0.979114869,1.069932797,0.973000772,1.191296676,0.98011066,0.870168502,0.769875237,1.402102789,0.991729512,1.643441137,0.978955841,1.017859773,0.994428324,1.081988347,1.017365238,0.943257423
Cer(d18:0/18:1)_iso2,0.992633499,0.875507556,0.914550245,0.904242792,1.088968771,1.024840198,1.065444837,1.028475226,0.906613833,1.234220535,0.928766525,1.06243835,0.976920659,0.985282388,0.93083298,0.973804194,0.988767363,1.133423067,0.904981179,0.921550697,0.893057398,0.991687081,0.828233548,0.916998467,0.950343438,0.825587737,0.82356876,0.932035004,0.925573569,0.993014085,0.958989754,0.928021297,0.962860495,0.98982295,0.918481208,0.974031825,0.826469276,0.85097799,0.982029668,0.913035599,0.948881188,0.952831323,0.995481567,0.960183342,1.005369399,0.994758427,1.006222185,0.998760791,1.005026546
Cer(d18:0/20:0),1.109082156,1.749608271,1.229139252,1.282232674,0.452491306,1.211556078,1.144987582,0.804663193,1.75861926,0.826581026,1.782913189,1.276700493,0.859879525,1.313192852,0.921856213,1.393334588,0.948044054,1.170192146,1.424836006,0.909386412,1.577665279,1.390155921,1.13191863,0.898968668,0.81591602,0.972006171,1.251907825,0.908043733,0.588462657,0.443446008,0.891404107,0.956322521,0.927354781,1.327321664,1.184212381,0.944255503,1.027839491,0.72223921,0.927070565,0.746279893,1.609292261,0.898365454,1.49905427,0.986284102,0.865954604,1.011797579,1.012203205,1.011896085,1.013032295
Cer(d18:0/22:0),1.769236466,1.529140309,1.10965405,0.920950604,1.253855189,1.0206947,0.988670372,0.732555265,1.628485188,0.505326666,1.174042039,0.652224683,1.220942748,1.022289637,0.847131269,0.876763959,0.742466653,0.743050444,1.604729676,1.649003195,1.615671409,1.378950783,1.377806783,1.256721262,1.464199612,1.901204226,1.645563658,1.689014766,1.5067583,0.5909008,1.423582223,1.527844166,1.457484096,2.376473052,1.702587353,0.339985807,1.5657254,1.134909938,1.514245791,1.155749467,1.929624104,1.68336362,1.669821652,0.982808882,0.950319461,1.015011578,1.037224038,1.04288593,0.983666022
Cer(d18:1/18:1),0.967359409,0.879954545,1.049247293,0.942717204,1.062301399,0.835528446,1.04733927,1.022131597,0.880338658,1.253115503,0.946536849,0.96557225,1.26061385,0.974990463,0.945796539,1.035952565,0.954812747,1.03723001,1.005675015,0.839674109,0.90633565,1.067597776,0.847451932,0.920116388,0.937421245,0.801290287,0.985896869,0.823025209,0.788325652,0.721554597,0.898617477,0.938464678,1.093024449,0.922982254,0.795787429,1.049836859,0.758555925,1.020374906,0.656125222,0.995476221,0.943199951,0.964993773,0.887687916,0.993846265,1.001255029,0.993881727,0.993704473,1.005626593,1.00883086
Cer(d18:1/18:1)_iso2,0.930984204,0.825463628,1.021837314,1.048605679,0.990961236,0.980709981,1.124341413,0.998728797,0.843305748,1.252098112,1.07553035,1.367431959,0.986832309,1.046289569,0.928818747,0.980206329,1.061939954,0.93017285,0.950362099,0.786280297,0.883196037,0.930507917,0.817385271,0.805503114,0.862880095,0.843052471,0.848786918,0.782085208,0.795601902,0.809772309,0.917866276,0.858391809,0.992396243,0.991712799,0.913964014,0.996400085,0.861846765,0.925018732,0.793636445,0.827625996,0.91274055,0.860542119,0.83216166,0.988069504,0.994836467,0.999254653,0.988172891,1.00983984,1.009626612
Cer(d18:1/20:0),1.051749812,0.855837422,1.09902892,0.771766096,1.294842253,1.355455649,1.087392232,1.120931709,0.720898572,1.211093535,0.896856687,1.18605482,0.855352324,1.116154762,1.082457452,1.068931295,1.066132003,1.070815616,0.913522217,0.952158693,0.816271892,0.98356723,0.802482131,0.991935351,1.084170115,0.787818408,0.836610748,0.944086288,1.128949113,1.144264258,1.135517771,0.924779137,1.086345947,1.117285098,1.004074023,1.025720505,0.854934122,0.87403914,1.262065619,0.953891884,0.818962696,0.91926181,0.996027806,0.989643612,1.009260535,0.990204679,1.009061006,1.032363393,1.008621879
Cer(d18:1/22:1),2.011835127,1.308915819,1.062006354,0.522367695,1.601059371,1.306775803,0.830922732,0.529780276,2.040242672,0.318130234,0.798862049,0.555428329,0.994270683,1.200515213,1.134622371,0.598254632,0.992852007,0.58657174,1.064044934,2.134149061,2.233283444,1.967171488,1.771446929,2.115290695,3.224352104,2.81628522,1.547192359,2.144040741,2.196813358,0.661903221,1.924506473,2.307236385,2.472539044,2.677863484,1.865914593,0.283026514,2.066536914,1.385312022,2.724355486,1.356939738,1.297414607,2.662555381,2.073240684,1.035255584,1.012417768,0.98617629,1.01180108,0.990205453,0.94017188
Cer(d18:1/24:1),1.437901542,1.049956645,1.55637717,1.153869408,1.203582987,3.246145371,1.282635817,0.950624252,1.07888745,0.710266052,1.592508024,1.978634473,0.57676329,2.547437216,1.253523513,0.930491115,1.995812428,1.529499223,1.036710795,1.14373871,1.560470387,0.88251509,1.008602278,1.554098255,1.865477421,1.529402944,0.997615945,1.895573848,1.075518521,0.579460021,2.009175313,1.104570117,0.977062606,1.545380335,1.402824134,0.825381866,1.56146485,0.646504836,2.052443529,1.292640688,1.033006356,0.871647217,1.406976628,1.367511339,0.968554939,0.965089978,0.971781659,0.985731132,1.024944597
Cer(t18:0/16:0),0.978915155,0.822185479,0.830495009,0.768030837,0.853652505,0.720707647,0.610708737,0.890213302,0.732725204,1.419734254,0.577829291,1.047649769,1.169758089,0.381061536,0.698085617,1.133506015,0.900407942,1.709729667,1.039444229,0.94579159,0.857809845,0.737284418,1.261461051,0.796273082,1.010808287,1.664999556,1.179360992,0.628503707,0.560415336,0.923603188,1.027961303,1.37285017,1.146339497,0.549725107,0.831149761,1.558788188,0.710039604,1.320233131,0.657740478,1.591354798,1.077332544,1.245555866,1.331361062,0.981758985,0.979535089,1.01465308,1.014547937,1.054328462,0.950065006
Dihydroceramide,0.798295895,0.777867205,0.812899743,0.789179702,0.841619776,0.881869311,0.729944092,0.778234008,0.741146759,0.947900233,0.835195564,0.934648282,0.849207545,0.820552404,0.806493029,0.912143434,0.817933621,0.71951543,0.810433548,0.785673735,0.792614122,0.659569835,0.697181465,0.641174378,0.936072909,0.689646989,0.697972869,0.826306056,0.695004442,0.630651269,0.631036198,0.762824467,0.955408173,0.796127945,0.697191393,0.481860018,0.756423049,0.851769887,0.764018492,0.765362863,0.832750591,1.045726491,0.81718484,1.010388276,0.98863422,0.988753943,0.961552458,1.009141748,1.009504904
C2-Dihydroceramide ,0.854740792,0.877020223,0.525608172,0.556492027,0.589559467,0.50214347,0.587341789,1.069496575,0.920386493,0.843222274,0.640906351,1.168788588,0.74151147,0.632502557,0.600704927,0.830500384,0.980463487,0.683322279,0.914348349,0.829092317,0.618632154,0.717596514,0.683658222,3.362359009,0.875378388,0.531287215,0.707582986,0.67517033,0.830728534,0.811501953,0.883463433,0.575319784,0.593023904,0.899186054,0.6750658,1.018644821,0.757726781,0.76725088,0.933172496,1.187215016,0.657771583,0.765040503,0.857495135,0.984459322,0.991230643,0.984936831,1.012245335,1.01252527,1.011604901
HexHexCer(d18:1/18:1),0.636343953,0.796181902,1.118283569,1.507637523,0.660261221,0.997184727,1.101243077,0.90183701,0.861178087,1.239676381,1.444746752,1.272176938,1.056748074,1.234404163,1.330520466,0.920131941,1.616616085,0.92128765,1.043935893,1.476733045,1.07965811,0.889484207,1.211613408,0.965787601,1.259886121,1.451135298,1.253758632,0.995956147,1.097168701,0.643182424,0.905063291,1.845238541,0.903518917,0.84194965,0.736716796,1.645289498,1.119428953,1.702810288,0.442823507,0.791867388,1.63070777,2.10393383,1.070428549,0.98543212,0.978914849,1.01998526,1.041686102,0.801884667,0.981479663
HexCer(d18:1/16:0),1.056376643,1.083491907,0.73102242,0.907876252,0.67553131,0.947868211,1.063160168,1.007019222,1.098656226,1.157100069,0.871484699,1.041032069,1.081807658,0.912504868,0.897304524,1.020439811,0.888659916,1.156656754,0.900051972,1.076774491,0.973026737,1.041479587,1.222001975,0.996799959,1.040596632,1.123803956,1.039670295,0.872858241,1.19043463,0.679315888,0.845495153,1.191129129,1.130049204,0.759712655,0.776325698,0.851003456,0.969932204,1.139587365,0.828642799,0.766246666,0.920128913,1.468814679,1.149319475,0.973144924,1.004134675,1.004078282,1.034399627,0.995922886,1.003988422
HexCer(d18:1/18:1),0.911509325,0.910328014,0.820657874,0.995719689,0.862702417,0.863634161,1.040143613,0.917945718,1.290127114,1.29630054,0.988568439,1.151220325,1.016428906,0.887722261,0.892662781,0.946408521,0.888174722,0.846825264,0.921768347,0.950087142,0.959886316,1.130426834,1.048513007,1.012097721,0.988557203,1.040719346,1.013853305,1.006654374,1.02457605,0.885009678,0.911796524,0.977886911,1.091498853,0.904189983,0.909816423,1.0268443,1.009145229,1.118529127,0.836912711,0.887392567,1.039967557,1.089294654,1.072352413,0.997384108,1.002490072,1.002505123,0.997443252,1.002474411,0.997397463
HexCer(d18:1/20:0),1.04214425,1.055374694,0.759086634,1.102406587,0.775023204,0.961075406,1.131477693,1.059047563,0.909504905,1.136851434,1.054942082,1.049152626,1.091525826,1.01566903,0.970386631,1.050270831,0.932414697,1.189747859,0.987491474,0.89001057,0.928743654,0.874755154,0.999470738,1.035844986,0.882300614,0.974035915,0.962960711,0.999343501,0.840058971,0.779128355,0.977784783,0.917116957,0.827449195,0.765000393,0.832260192,0.87550357,1.005306919,0.959334853,0.87038314,1.004858928,0.976941895,0.981537195,1.071657619,0.982324546,1.004830826,0.999915164,1.005371234,0.989922688,1.004465968
