Compound,16-HETE,Myristoylcarnitine,Propionylcarnitine,Octadecenoic acid,Methyladenosine,Oleoylglycerophosphoinositol,2-AMINOETHYL DIHYDROGEN PHOSPHATE,Docosapentaenoic acid,4-AMINOBUTANOIC ACID,4-O-Galactopyranosylxylose,5-AMINOPENTANOATE,5-Hydroxyindoleacetic acid,5-Methyldeoxycytidine,5'-METHYLTHIOADENOSINE,9-Octadecenal,Eicosatrienoic acid,12-HYDROXYDODECANOIC ACID,13-hydroxyoctadecanoic acid,14-Hydroperoxy-H4-neuroprostane,"17,21-DIHYDROXY-4-PREGNENE-3,20-DIONE",Trihydroxyvitamin D3,Acetylcarnitine,Acetylcholine,ADENINE,ADENOSINE,Adrenic acid,ALANINE,Arachidonic acid ethyl ester,ARGININE,Argininosuccinic acid,AZELAIC ACID,C16 Sphingosine,Campesterol,CARNOSINE,Cer(18:1/18:0),Cholesterol,CITRATE,CITRULLINE,CMP,CREATINE,Cysteineglutathione disulfide,CYTIDINE,Cytidine diphosphate choline (CDPcholine),CYTOSINE,D-Aspartic acid,DEOXYCARNITINE,DESMOSTEROL,DG(16:0/18:0/0:0),DG(20:2/0:0/22:6),DG(20:4/24:0/0:0),DG(22:0/0:0/20:4),Docosatrienoic acid,Dodecanoic acid,D-PANTOTHENIC ACID,dUMP,Ergothioneine,gamma-Glutamylglutamic acid,GLUTAMIC ACID,L-GLUTAMINE,GLUTATHIONE,Glycerophosphocholine,GLYCINE,GLYCOCHOLATE,GUANINE,Guanosine,HISTIDINE,Homoanserine,HYPOXANTHINE,INOSINE,JASMONATE,L-AMINOCYCLOPROPANE-1-CARBOXYLATE,LAUROYLCARNITINE,LEUCINE,Linolenelaidic acid,Methionine,L-OLEOYL-RAC-GLYCEROL,LYSINE,LysoPA(0:0/16:0),LysoPC(14:0/0:0),LysoPC(16:1/0:0),LysoPC(18:0),LysoPC(18:1),LysoPC(18:2),LysoPC(20:4),LysoPC(22:6),LysoPE(0:0/20:0),LysoPE(0:0/20:1),LysoPE(0:0/22:0),LysoPE(0:0/22:2),LysoPE(15:0/0:0),LysoPE(16:1/0:0),LysoPE(18:0/0:0),LysoPE(22:6/0:0),LysoPI(18:0/0:0),Lysyl-Leucine,Lysyl-Proline,METHACHOLINE,Methionine sulfoxide,Methyl linoleate,MG(0:0/22:6/0:0),N-(1-Deoxy-1-fructosyl)alanine,"N,N-dimethyl-Safingol",N1-Acetylspermidine,N-ACETYL-L-ASPARTIC ACID,N-ACETYLNEURAMINATE,"NE,NE,NE-TRIMETHYLLYSINE",NICOTINAMIDE,Cer(d18:1/16:0)( N-Palmitoylsphingosine),Octadecanamide,Octadecenoylcarnitine,OCTADECYLPHOSPHOCHOLINE,Oleamide,Oleic Acid ethyl ester,PA(17:0/0:0),PA(24:0/21:0),Palmitic Acid ethyl ester,Palmitoyl carnitine,PC(16:0/18:2),PC(22:2/20:5),PC(22:6/18:2),PC(24:1/18:4),PC(22:0/18:3),PC(16:0/20:1),PC(16:0/22:1),PC(18:0/20:4),PE(16:0/0:0),PE(17:1/0:0),PE(18:0/22:2),PE(19:1/0:0),PE(22:2/20:5),PE(22:4/15:0),PE(22:6/22:6),PE(24:0/22:4),PE(16:0/22:4),PE(16:0/0:0)-iso2,PHENACYLAMINE,PIPECOLINIC ACID,PS(18:1/0:0),PS(18:3/20:0),PS(18:3/22:0),PS(18:4/22:2),PS(20:1/20:0),PS(20:4/20:0),PS(20:4/22:0),Spermic acid,SPERMIDINE,Sphinganine,Succinyladenosine,TAURINE,TG(14:1/20:5/22:6),TG(18:4/18:3/18:4),Urea,Uric acid,Valyl-Asparagine,Vitamin A,XANTHINE,Cer(d18:0/18:1),Cer(d18:0/18:1)_iso2,Cer(d18:0/20:0),Cer(d18:0/22:0),Cer(d18:1/18:1),Cer(d18:1/18:1)_iso2,Cer(d18:1/20:0),Cer(d18:1/22:1),Cer(d18:1/24:1),Cer(t18:0/16:0),Dihydroceramide,C2-Dihydroceramide ,HexHexCer(d18:1/18:1),HexCer(d18:1/16:0),HexCer(d18:1/18:1),HexCer(d18:1/20:0),HexCer(d18:1/18:0),HexCer(d18:1/24:1),HexHexCer(d18:1/18:0),SERINE,CYSTEINE,Guanidylic acid (guanosine monophosphate),Uracil,Uridine
Tg0,0.467644352,0.906026404,0.91193156,0.939790767,0.986921217,0.853144063,1.892933372,0.710632885,0.960865205,0.76075623,1.150658336,0.839377596,1.497667825,1.446061495,1.055177909,0.977384151,0.881928829,2.366238497,0.835449914,0.211266356,1.034098843,0.90016702,1.276416179,0.47662546,1.097940915,0.876503678,0.931021463,0.808580704,0.953217372,1.076297616,1.313086947,0.937184009,0.567964941,1.096178229,0.922973821,0.969041219,1.079604157,1.091422546,1.077569737,0.980067347,1.344231175,0.998476798,0.881903157,0.790889359,1.005438201,1.060344373,0.96454137,0.830784538,1.029986438,0.596179969,0.43131633,1.12356586,1.140685624,1.082852339,0.97616841,1.104566547,1.017368854,1.018439525,0.9835551,0.896833663,0.926195175,0.99498233,0.880228501,0.929512678,1.029658437,1.031836424,0.919688825,1.093410015,0.897647737,1.061480474,0.924991402,0.89244231,0.956702781,1.165514092,0.944283662,1.13462546,1.005149369,0.932559208,1.010842437,1.037649429,1.010609643,0.957216235,0.927936741,0.853499248,0.975262377,0.574136143,0.991030136,0.332278854,1.034070649,0.921632755,1.136171342,0.974285094,0.97133413,0.973772694,0.802803422,1.574716657,0.614932575,0.88063918,0.775059908,1.047640245,1.027458845,1.409378399,0.812562714,1.036265572,1.050306751,0.816573967,1.151256501,0.724934676,0.711344581,0.885262784,0.386824079,1.013580848,0.718291603,0.003189461,0.777838023,0.860722525,1.018641676,0.832604499,0.576915957,0.905561451,0.941627418,1.063517185,1.149956078,1.204865958,0.914232921,1.022805746,0.850810444,1.03141188,0.998427289,0.927001005,1.022751842,0.961424384,1.192607039,1.261193913,0.972816547,0.822660095,0.82462657,1.229264022,1.175739008,0.964778811,0.542043897,0.97893513,0.974327832,0.913023496,1.180361552,0.861291597,1.000737973,1.086734377,1.040805511,0.965920952,1.228228128,1.131865047,0.963316902,0.98212843,0.807003076,1.168383165,1.03547324,0.893057398,1.577665279,1.615671409,0.90633565,0.883196037,0.816271892,2.233283444,1.560470387,0.857809845,0.792614122,0.618632154,1.07965811,0.973026737,0.959886316,0.928743654,0.981891092,0.59270259,1.024470178,1.061657294,0.437870239,1.273175858,0.959895818,1.103772057
Tg0,0.563739808,0.764500844,1.115949334,1.060139968,1.116174082,1.091108779,0.762054697,0.608505946,1.016870692,0.815969069,1.139577712,0.824962414,0.817091371,1.237934703,0.905784446,0.871583093,1.177969994,0.03117312,0.683690569,0.78617219,1.193217822,0.952717681,0.968350128,1.70075093,0.881193592,0.881829201,0.873655262,0.782964884,0.970633563,1.108221577,0.723240958,0.902486591,0.548162054,0.983370459,1.026179508,0.941199431,1.215618086,1.338998956,0.970526577,0.984573277,1.271373397,1.002353785,0.793643199,0.878439481,0.983253754,0.837316008,0.886931775,0.921174247,0.930046033,0.753603582,0.664084785,1.035248735,0.900066906,0.776018523,0.951042675,0.835725602,0.957108965,0.947360717,0.963503626,0.889668895,0.683189696,1.087789675,4.210400626,0.82395095,0.900151164,1.063590591,1.021991175,0.933204254,1.074921681,1.099329132,1.010610818,0.782116746,0.883770206,1.023854099,0.872589283,0.945049636,0.939491163,1.037981201,0.92779965,0.966671727,0.970182681,0.958165047,0.985078973,0.94373723,1.097667246,1.021419491,0.932840077,0.72435774,0.941882134,0.842039687,0.931888209,0.915857314,0.931980446,1.148814853,0.897223487,1.248956819,0.45471927,0.779489048,0.658541366,0.963157258,1.097061009,0.824475024,0.850701551,1.038281684,1.057457509,0.919775812,0.904467143,0.819149292,0.351355235,0.809136846,0.724861943,1.231940714,0.683319842,0.376418129,0.775327105,0.688974273,0.967074492,1.155835819,0.70260712,0.92724318,0.957921353,0.832365387,1.114687077,1.032750165,0.908284269,1.083484148,0.924772823,1.048533432,0.957084997,0.980054858,1.147127622,0.93836456,1.291717174,1.420675539,0.959928117,0.822396659,0.691473113,0.868870435,0.855823184,0.895142105,0.260296514,0.892193934,0.918488864,0.69419758,1.191380219,0.740343239,1.025302246,0.992093417,0.933772528,1.216822976,1.063401908,0.93051533,1.003033722,0.864076246,0.701573881,0.929686151,0.769051187,0.991687081,1.390155921,1.378950783,1.067597776,0.930507917,0.98356723,1.967171488,0.88251509,0.737284418,0.659569835,0.717596514,0.889484207,1.041479587,1.130426834,0.874755154,1.09791028,0.905552006,1.342018325,1.046558424,0.643171709,2.427483333,0.865483877,1.083767583
Tg0,1.454061874,0.932673754,1.328930692,1.18293339,0.919434535,0.96945761,0.706920049,0.124613078,0.848221825,0.848068196,0.897561839,0.938142246,0.980280368,1.228930842,1.012389023,0.973168968,0.904036146,0.012371424,0.770970836,4.042072047,1.457091498,1.044155139,1.029030015,0.790223618,0.696334084,0.90659959,0.858676983,0.267182188,1.036033019,0.908457936,0.819314917,1.272155335,0.133241892,0.976728961,0.958059611,0.968711225,0.925236802,0.849486331,1.011938892,0.941922271,1.141974013,0.892812956,0.925038062,0.786574095,0.930306294,1.177619425,0.937152543,1.085604312,1.099678534,0.273572485,0.489842801,1.143977772,0.741382979,0.737864852,0.990096645,1.022428091,1.102698857,0.972801179,0.986758767,0.766601456,1.124725952,0.983692788,0.71189334,1.057039048,0.932348981,1.029127008,1.000345556,0.942765882,1.218181976,0.858465163,0.90915724,0.996084498,0.885626985,1.085256135,0.856420517,1.074854093,1.010039975,0.973535727,1.037443708,0.989553144,0.94413434,0.93710444,1.071296849,0.928561153,0.994918983,0.568069455,1.070238778,0.537090887,1.01276376,0.709143034,0.941254827,0.906950967,1.000001032,1.092511034,0.883658285,1.046694415,0.482055647,0.990501132,0.355622787,0.99773172,0.901852217,0.8349101,1.575953524,0.931096616,0.96071844,0.909231255,0.895207677,0.625865057,0.50149609,0.973440721,0.445217186,0.435838062,0.212525955,5.19972289,1.034838709,0.109063204,0.951401356,1.041686381,0.720273433,0.91740836,0.956315322,0.901676673,1.148987565,1.062591441,1.100193777,0.968322075,0.983855444,1.055161472,0.970943409,0.913205469,1.449139413,0.837943983,1.165428614,2.853785582,0.992199673,0.803951741,1.886964398,1.098373862,1.113915431,0.96043746,0.863531446,0.875470724,1.101589605,0.857438375,1.288190064,0.867975326,0.96620384,0.880358686,1.072679721,0.909722726,1.013944802,0.935544679,1.99342783,0.889454227,0.270862168,0.84631408,0.580891041,0.828233548,1.13191863,1.377806783,0.847451932,0.817385271,0.802482131,1.771446929,1.008602278,1.261461051,0.697181465,0.683658222,1.211613408,1.222001975,1.048513007,0.999470738,1.079483713,1.349414743,1.183003207,1.075879933,1.211467531,1.057132647,1.128675211,0.979459594
Tg0,0.458295147,0.82060128,1.166026895,0.615666671,0.873696295,0.93627088,1.524873952,0.938459791,0.955861077,0.765038832,0.886318925,1.830246206,0.909846857,1.517762611,0.827403045,0.912784078,0.913580813,0.006297249,0.616897374,0.264260837,0.846298632,1.161814287,0.90901431,0.369135912,0.868706255,0.778517101,0.868950523,0.951776472,0.96876249,1.055596774,0.784777638,1.211903472,0.431322202,0.921957447,0.902370052,0.925590096,0.842308815,0.849763863,0.997247248,0.966295388,1.229327617,0.820482044,0.985541356,0.843689103,1.003351044,1.073048761,0.907721908,0.896002783,0.926256777,0.362338686,0.264880116,0.937853569,0.889110175,1.007160443,1.00409309,0.688360674,1.178412819,0.962514401,0.924609239,0.929286437,1.263441925,1.104598454,0.822102009,0.934084269,0.906659419,0.881415925,1.026239633,0.768483122,0.755816752,0.84252672,0.940271726,0.664486863,0.836884513,0.911004463,0.844569937,0.719907293,1.054685602,0.784461639,1.060399976,1.094759525,0.91014533,0.952746715,0.990832953,0.786668056,1.018221583,0.382518329,0.92807113,0.598693081,0.871324926,0.950769158,0.841747509,0.949367281,0.993554028,1.116629934,0.853257908,1.399188191,0.482598124,0.967047096,0.800947222,0.927323284,1.065564873,0.96176731,0.932693088,1.044254473,1.04906293,1.14026266,0.923390246,0.714452636,0.519676841,0.877177364,0.446518553,0.473352069,1.040326471,0.89303437,0.843562756,1.292990442,0.80999517,0.995350828,0.332925922,0.961713616,0.936871814,0.875193572,1.181975525,1.033931054,1.002911931,0.992376007,0.86248229,1.03822015,0.944021939,0.985065253,1.017459645,1.069952756,1.136051519,1.177648446,1.048150105,0.869820801,2.486779526,1.214668092,1.069125637,0.883389368,0.670245875,0.816729092,1.019644153,0.709035962,0.948288047,0.927558112,0.977440041,1.117950207,0.940585901,0.474213641,1.163309755,0.941468585,1.115714017,1.056403379,0.832512302,0.94460569,0.565943716,0.916998467,0.898968668,1.256721262,0.920116388,0.805503114,0.991935351,2.115290695,1.554098255,0.796273082,0.641174378,3.362359009,0.965787601,0.996799959,1.012097721,1.035844986,1.114848675,0.729878356,1.29042656,0.998927577,0.97086943,1.660593218,0.777448997,1.392712606
Tg0,0.53444637,0.763404338,0.524379694,1.26831213,1.181214651,1.107901143,0.824145254,0.746264893,1.01159616,0.786679383,0.862465563,0.631202907,0.929084012,1.201353753,0.902408531,0.79174058,1.243360326,0.014480795,0.692511906,0.747680263,1.250365839,0.773185774,1.35464467,0.509794118,0.65227616,0.855697625,1.016662783,0.815490726,0.853359771,0.987404348,0.837047082,0.872871391,0.286776598,0.617963229,1.027111401,0.929166379,1.172301488,0.961152421,1.000177809,1.003140658,1.186975586,0.470634638,1.092477126,0.796536872,1.011752958,1.03408162,0.84186624,0.962268124,0.97803362,0.81766732,0.700907068,0.800070294,1.299310584,0.789976862,0.941712913,1.026604999,0.887846439,0.951918182,0.979785332,1.099148208,0.838117012,0.982039455,0.684344183,0.967173958,1.17972439,0.964933126,0.900561123,0.889022822,0.82467303,1.160885443,0.888314302,0.716852707,0.951604009,0.765081173,0.767163764,0.92630816,1.012660339,0.902204618,1.021475816,1.17760931,0.973933547,0.956213013,1.282852587,0.938804361,1.092949375,1.12948656,0.755634212,1.062729546,1.014303531,0.873300892,0.795506557,0.992296245,0.985338765,1.317250039,0.799455956,0.981745648,1.064595627,0.853740416,0.955704256,1.011514896,0.830439256,1.210207532,2.123821339,1.019377824,0.83848313,0.935584069,1.116454743,0.797968101,0.167194179,0.832751096,0.428657052,0.506406305,0.655839667,1.028883118,0.803439315,1.075650678,0.772665275,1.112082537,0.177708107,0.902438811,0.94289972,1.096090088,1.193904112,1.063358416,0.817300944,1.055640928,0.852590868,0.892651114,1.03443828,0.922469646,0.782175341,0.995789829,1.305475802,1.146305781,1.071382925,0.690373686,0.958123103,0.796049663,1.065071186,0.977219069,1.279289361,1.069550407,0.932844365,0.851807919,0.902971837,1.143310915,1.057086822,0.95930905,1.10502488,1.007423944,1.353622837,1.090452354,0.749808128,1.021142218,0.724850395,0.849867994,1.630015026,0.950343438,0.81591602,1.464199612,0.937421245,0.862880095,1.084170115,3.224352104,1.865477421,1.010808287,0.936072909,0.875378388,1.259886121,1.040596632,0.988557203,0.882300614,1.079300073,0.300096733,1.288154132,1.273576027,0.501216317,0.808144953,1.147967972,1.319942667
Tg0,0.944821956,0.752180146,0.433447514,0.676637106,0.960582928,0.910987718,1.308018657,1.034239403,0.868851411,0.750668482,0.758142992,1.534951394,0.701725768,1.206135352,0.990154615,1.002133976,0.814401732,1.987582911,0.673622903,1.024886306,1.112508225,0.833424658,0.875965514,0.120791577,0.861206071,0.775580717,1.068906327,0.986486275,0.970294508,1.068139745,1.450859427,0.881348895,0.55639736,1.131048602,0.947100497,0.870161869,0.814024485,1.282540137,0.755603789,0.907522329,0.858513944,0.663946475,1.239425139,0.891663804,0.724260965,0.800376502,0.887815117,1.189455702,0.94254395,1.032465923,0.766535746,1.002022233,0.946280988,0.92299287,0.939336489,1.249456427,0.757589061,0.902276663,0.955816699,0.750810456,0.586490321,1.008922779,0.76571404,0.62082518,0.767626121,1.095117798,1.134914992,1.005616966,0.827210511,0.769223631,0.863795217,0.649594959,0.80181375,1.00655843,0.757896119,0.846482838,0.93551508,0.852706715,1.077274031,1.021343845,0.951148095,0.862381119,0.94150579,0.733803078,0.926192407,1.126063894,0.988937763,1.012288126,0.984372811,0.855804858,0.829793903,0.958487251,0.920693474,1.017619133,0.776535942,0.55361526,1.077775247,0.93353709,0.844938409,0.965198407,0.891840364,0.687002705,0.693760708,0.773285216,0.920118176,0.954573298,0.749690821,0.655117558,0.43273393,0.744441323,0.476029235,0.291563394,0.841786365,0.681017919,1.084006975,1.119971853,0.71703263,1.207868656,0.720944699,1.019410901,0.922822018,1.200643308,1.192770678,1.122471252,0.883968462,0.897345161,0.95303321,0.956603149,0.994514332,0.97113941,0.773235945,0.927765955,1.340848554,1.482583912,0.791140526,0.796885899,0.513886999,0.866229478,0.986407476,0.864659388,0.23950818,0.719622938,0.909846267,0.787353123,0.739012557,0.751175527,1.026431596,0.95603477,1.007424816,0.682037514,1.053517443,0.852631646,0.802786192,1.00467449,0.810379143,1.076114653,0.866288486,0.825587737,0.972006171,1.901204226,0.801290287,0.843052471,0.787818408,2.81628522,1.529402944,1.664999556,0.689646989,0.531287215,1.451135298,1.123803956,1.040719346,0.974035915,1.082976418,1.323474517,1.427147488,1.041293873,0.64481712,1.140187294,0.906528218,1.168702815
Tg0,2.392502855,0.969803079,1.401133028,1.289251655,0.889008474,1.026918138,0.8005208,0.197831189,0.922621535,0.878200515,0.893418008,0.85846757,1.124873366,1.175888879,0.889405357,0.908085436,0.871951396,1.249048531,0.65765464,0.426982807,0.869121614,0.72353614,1.081341742,0.530749685,0.954046059,0.826586664,0.888723549,0.412155219,0.987864785,0.79204769,0.913921959,1.125947653,1.330061109,0.961662378,0.99860655,0.955550157,0.837975588,1.047521146,1.045177582,0.938493544,1.3904555,0.534601667,0.686741341,0.669628117,0.955588411,0.910414237,0.906673258,0.997021529,0.895047254,0.56104345,0.408374506,1.220677693,1.076156006,1.105443881,1.010268248,1.029051665,1.026451215,0.965911237,0.981135073,0.9356912,0.911619955,0.841574668,0.856679724,0.823093626,0.963276118,0.962144783,1.042311004,0.937381423,0.943243275,0.92189466,0.913541703,0.985233924,0.873506613,1.280427403,0.773886469,0.88344546,0.997411303,0.891878236,0.97085067,1.094077656,1.091996603,1.025687235,1.36443098,0.915993437,1.147193246,0.844660768,1.103682132,0.785997867,1.069340292,0.949022319,1.208154131,1.050203233,0.964633712,1.084973026,0.978183426,0.826927427,1.281538884,1.0541622,0.592968739,0.976643029,0.794067103,1.079649741,0.588521953,1.053065353,0.901178206,1.090442028,0.71453225,0.666454589,0.967073484,0.912568207,0.455578768,0.709447924,0.339289127,0.007008835,0.998244895,0.464151843,1.130603713,1.04603353,0.734984423,0.926782127,0.828941631,1.085614438,1.13942371,1.140256285,0.901388313,1.123057128,1.051208565,1.073000574,1.117772555,0.907917312,0.882560325,0.880220885,1.166500476,1.409404207,1.132928738,0.886325164,0.667402743,1.133008576,1.012276549,0.854851111,0.761600186,0.919073804,0.981418613,0.966600199,1.052037885,0.682199266,0.968815431,1.032998148,1.108214358,0.419961389,1.086193069,1.028779104,0.656779982,1.012766779,0.406971656,0.801724269,0.503447152,0.82356876,1.251907825,1.645563658,0.985896869,0.848786918,0.836610748,1.547192359,0.997615945,1.179360992,0.697972869,0.707582986,1.253758632,1.039670295,1.013853305,0.962960711,1.075780259,1.268796149,1.062320977,0.878624276,0.74473453,3.921012354,0.790420791,1.159646642
Tg0,0.39102472,1.018836732,0.770574116,1.60834639,1.554008923,0.906998689,0,0.433732054,0.877170376,0.828284585,1.120078751,0.645439765,0.091166923,1.216233396,0.990617709,0.890729394,1.069908847,0.010196995,0.63611364,0.292824567,0.769482271,0.945453167,1.064694832,0.84577625,1.009754645,0.842633751,0.966748235,0.433265412,0.951202629,0.852223456,0.928075028,1.139588956,1.418723029,0.644577979,0.912292307,0.895728436,0.710272703,0.80094116,1.166373542,0.958554189,1.725530146,0.518622188,1.077447439,0.745916524,1.381580141,1.019184933,0.979318106,0.922920122,1.098081094,0.368795889,0.341380226,1.074182853,0.818730477,1.099791608,0.920734619,1.473904779,1.095944302,1.032034805,0.897010491,1.035498986,0.920306493,0.679259643,0.864923687,1.103122877,1.166827338,0.918527247,0.989751012,1.136503653,1.058885304,0.910372712,1.016633974,0.998543992,0.932279448,1.367001088,0.785006585,1.337117856,0.939969574,0.930470718,0.914573727,1.098407555,0.992668054,1.03002533,1.274565172,0.943051209,1.106025738,0.608128046,1.036799682,0.547175461,1.014479948,0.918215257,1.278371548,1.023160634,1.020741027,1.028244204,0.85509136,0.066292893,1.87661487,1.781609412,0.580479519,0.869870096,0.843994054,1.30442278,1.151510839,1.403962542,0.820795977,1.002646581,1.158715567,0.649964873,1.203918359,0.932768648,0.458438704,0.245077573,0.36606669,0.083703333,1.006680726,0.399502339,1.264990099,1.009476315,0.250686172,0.936401419,0.894752338,0.915173997,1.226986851,1.123874416,1.028703509,1.085002927,1.042429597,1.043746795,1.035722245,0.924601867,1.06178165,0.938881293,1.154421285,1.176234686,1.037422141,0.817666198,0.917564174,1.101074656,1.056425054,1.027653629,1.372429082,0.93969364,1.160025621,0.690676791,1.179639281,0.743434524,0.973649455,1.162649565,0.968111956,1.36279838,1.330560336,0.955178656,0.713553458,1.01246573,0.477864807,0.910052017,0.714455879,0.932035004,0.908043733,1.689014766,0.823025209,0.782085208,0.944086288,2.144040741,1.895573848,0.628503707,0.826306056,0.67517033,0.995956147,0.872858241,1.006654374,0.999343501,1.111054555,0.585735421,1.035945894,1.14412114,0.385376062,1.430272585,1.251692659,1.235979824
Tg0,0.439658288,0.640545758,1.522590153,1.083671209,1.072454164,1.09293862,1.500711337,0.674974052,0.955846515,0.650891462,0.728295051,1.203072093,0.94377769,1.462938207,0.787506272,0.858888009,1.067781211,0.011384371,0.764452943,0.430796625,1.542905037,0.837932807,1.319702114,0.448472938,1.104838131,0.669112924,0.963249216,0.620672643,1.127164875,0.943627163,0.864074102,0.935852481,1.184125339,1.115236832,0.940202034,1.009299994,0.869045352,0.978660025,0.857856096,0.914024556,1.252024454,1.035603664,1.748686438,0.867558039,1.03880349,1.288407435,0.881623449,0.994503669,0.907257427,0.424280906,0.267751764,0.799017899,1.015261382,1.486280038,0.981687679,1.024795663,1.303514241,0.932737779,0.731687568,1.250255362,0.786063495,0.699834635,0.623325097,0.751656537,0.996313471,0.92997522,0.750786066,0.963114779,0.974560506,0.964282918,0.941572699,0.503970176,0.800320446,0.908913106,0.677720853,0.760174328,1.088562838,1.031990984,1.095716266,1.174128937,1.055276953,0.940636837,1.112787095,0.808100185,1.130134116,1.115838036,0.760417444,1.062067664,0.87312807,1.018258515,0.799812927,1.003765908,0.976101796,1.178816888,1.150223433,0.444958958,1.791988294,1.019829098,0.515213173,0.96028387,0.900074984,0.909113699,0.774323361,1.089414224,0.919763088,0.825816619,0.891800678,0.633286518,0.43581982,0.768847073,0.41611392,1.150722339,0.486753436,1.852796499,0.86749615,0.547707883,0.740911903,1.056529174,0.427123979,0.89677347,0.892101548,1.055157963,1.119339472,1.022209247,0.795525067,0.913531527,0.830063454,0.967337319,0.9844462,0.868560123,0.982566884,0.934838707,1.360105458,1.326916099,1.169077957,0.823803103,0.508016928,0.786434343,0.996099795,1.003614396,1.274150914,1.015051919,1.101066855,0.933689287,1.055406388,1.052672083,1.073803299,1.194679202,0.974543303,0.911919209,1.145870254,0.941793875,0.367152228,0.904134709,0.494762678,0.852718348,1.031833061,0.925573569,0.588462657,1.5067583,0.788325652,0.795601902,1.128949113,2.196813358,1.075518521,0.560415336,0.695004442,0.830728534,1.097168701,1.19043463,1.02457605,0.840058971,1.04074368,0.567207372,1.369650805,1.134443527,0.587131706,1.838441338,0.875392554,1.092492722
Tg0,0.490489836,0.569121584,0.540081421,0.37806644,1.078511165,1.041593985,1.285532279,0.575409689,0.944700054,0.730219149,0.818495029,1.144903834,1.251032692,1.081954763,0.871010311,0.679551209,1.084919068,0.044724271,0.781955392,0.689294713,1.00789006,1.175535297,1.199390998,1.271064384,0.792667894,0.853937467,0.954535466,0.736679117,0.924324445,0.809178245,0.937638763,0.952108687,1.235673962,0.901124537,0.923050981,1.069107743,0.964055116,0.714130322,0.970325741,0.944246433,0.388761656,0.564220155,1.569952164,0.927990323,1.496023669,1.260006009,0.82544171,0.982981159,0.862783264,1.508618046,1.550423582,0.736451334,2.048835666,0.824400866,0.924567465,1.14795153,1.023183927,1.017058046,0.930135267,1.21174044,0.94391105,0.772270578,0.505648899,1.319407224,0.956730073,1.022009498,1.223257337,1.1627713,1.306501188,1.080438416,0.959124018,0.447785087,0.834529459,0.771487178,0.745722941,0.58226344,0.888882137,0.941122883,1.116629859,1.073433822,0.863615324,0.899578824,0.909913068,0.90360698,0.958339765,0.76454861,0.641208498,0.884777496,0.844989912,0.7690332,0.675739439,0.94265773,0.95980691,1.066916584,0.780476868,0.544628602,1.006193221,1.212818338,0.675867499,0.985107945,1.00201222,0.569186906,1.292744025,1.560815648,1.025808591,1.032824241,0.896980117,0.923070803,0.562592842,0.574321186,0.885528281,0.563303316,0.540566237,0.32024971,0.849246787,0.680956294,0.594579027,0.976261925,0.851378886,1.109237628,1.10365347,0.652197132,0.829924623,0.751966416,0.823149127,0.866603713,0.640067735,0.909273554,0.88897344,1.097442984,1.242705464,1.048299241,0.963832421,0.839954191,1.014044397,0.780665171,0.566371112,0.692581802,1.058101299,1.037855461,1.153790436,0.906532887,1.120292183,0.855246194,0.751154259,1.28605588,1.064041687,0.997129205,1.121518879,0.94492719,0.943409464,0.99798093,1.071809377,0.831460844,0.702609008,0.963333936,0.92742559,0.993014085,0.443446008,0.5909008,0.721554597,0.809772309,1.144264258,0.661903221,0.579460021,0.923603188,0.630651269,0.811501953,0.643182424,0.679315888,0.885009678,0.779128355,0.953165208,0.456028056,0.993146538,0.897934958,0.896241563,1.743563549,0.810236935,1.043348969
