Feature.name,CFTg107,CFTg121,CF95,FTg133,F141,CFTg135,CF108,CF92,FTg125,F138,CFTg91,CF100,CFTg134,CFTg89,FTg117,F116,F112,FTg113,FTg118,FTg126,FTg130,CF104,FTg119,CFTg136,F109,CFTg123,F129,CF98,CF93,CFTg99,F137,CFTg120,F114,CFTg106,FTg115,CF94,FTg140,CFTg122,CF101,FTg127,CF97,FTg124,F132,QC3,QC4,QC5,QC6,QC7,QC8
,Tg1000,Tg1000,WT1000,Tg0,WT0,Tg1000,WT1000,WT1000,Tg0,WT0,Tg1000,WT1000,Tg1000,Tg1000,Tg0,WT0,WT0,Tg0,Tg0,Tg0,Tg0,WT1000,Tg0,Tg1000,WT0,Tg1000,WT0,WT1000,WT1000,Tg1000,WT0,Tg1000,WT0,Tg1000,Tg0,WT1000,Tg0,Tg1000,WT1000,Tg0,WT1000,Tg0,WT0,QC,QC,QC,QC,QC,QC
v21,1.465617416,0.98427437,1.137242191,1.00789006,0.751828909,0.914128159,1.348634957,1.331254936,1.112508225,1.178685347,1.038108207,1.122474025,0.808606273,1.153467751,1.193217822,1.031087914,0.796571289,1.272578225,1.457091498,0.869121614,1.542905037,1.109168734,0.846298632,0.881268608,1.054394245,1.010961617,0.934808271,1.483896734,1.085356453,0.649477956,1.156324233,0.846909433,0.553563666,0.711212487,1.034098843,0.870648368,0.911146303,0.829080093,1.139711063,0.769482271,0.834685245,1.250365839,0.722122829,1.013406055,1.104483804,0.98671284,0.985627406,1.014361774,0.919740669
v22,1.178383305,1.103130351,0.990820228,1.175535297,0.851440108,1.159189576,0.715885341,1.146376528,0.833424658,1.406802336,1.077100192,1.03732844,0.999751657,0.961485104,0.952717681,0.793108333,1.168658803,0.646326162,1.044155139,0.72353614,0.837932807,2.838147396,1.161814287,0.978158017,0.971112709,1.404329008,0.705788219,0.955309402,1.106434629,0.418031899,0.792416197,0.7575699,0.899719956,0.781940698,0.90016702,1.310255243,0.832476241,0.749273149,1.091173001,0.945453167,1.047479763,0.773185774,0.568798383,1.00576482,1.00090871,0.942225727,1.005572195,1.005509088,1.005734138
v23,1.149860614,1.14576432,0.930440786,1.199390998,1.029177481,0.880886456,0.754893327,1.210256045,0.875965514,0.966548632,0.767007733,0.957745588,0.992011905,0.969441249,0.968350128,0.917661903,0.87556159,1.162351676,1.029030015,1.081341742,1.319702114,0.919855748,0.90901431,0.948128214,0.96865109,1.071691805,0.972888386,0.845655304,0.826399089,0.850749862,0.926458759,1.153863382,0.873525577,0.915390694,1.276416179,0.941721979,1.277374016,1.045834731,1.097662659,1.064694832,0.913603457,1.35464467,1.152624064,0.98787652,1.010072526,0.990295329,0.988491665,1.01051881,1.047095911
v24,0.490034213,0.709046995,0.876726216,1.271064384,1.21008388,0.63488831,0.882191918,1.202656244,0.120791577,0.938629897,1.38108398,1.694106269,0.93868537,0.20221007,1.70075093,0.944763456,0.765452118,0.283326462,0.790223618,0.530749685,0.448472938,0.033978632,0.369135912,1.508791774,1.065508591,0.619498122,2.138318881,0.728270476,0.986699282,2.59649954,0.648044054,0.795158459,1.047245465,1.056718896,0.47662546,0.895129867,0.823262393,0.725585843,0.524552283,0.84577625,1.982682257,0.509794118,0.878184343,1.031954239,0.963038236,1.034354368,1.458826373,0.955424863,1.025778725
v25,0.943797607,0.722318385,1.360062759,0.792667894,1.066922164,0.976585923,1.568197933,1.354003147,0.861206071,0.789783936,0.832086068,0.983623717,0.522855417,0.613282449,0.881193592,1.550974633,1.471098299,0.663936571,0.696334084,0.954046059,1.104838131,0.376288823,0.868706255,0.691006032,1.224086444,0.321231559,1.948434106,0.936749433,1.693486752,1.272753009,0.911047702,0.744254993,1.243584562,0.630888563,1.097940915,1.149602987,1.165647173,0.747207504,0.613476673,1.009754645,1.570899004,0.65227616,1.178206344,1.007756411,1.007558793,0.936652816,0.992519281,1.034632353,0.992043824
v26,0.989539121,0.847128941,1.061919131,0.853937467,0.911882199,0.946826105,0.915394118,1.528573355,0.775580717,1.212764986,0.876840571,1.167440334,1.051364089,0.769079255,0.881829201,0.982511126,1.028612353,0.766292737,0.90659959,0.826586664,0.669112924,1.3111507,0.778517101,0.97412209,0.960908786,0.901250899,0.857254117,0.940626857,1.046939995,0.748064038,1.121134212,0.800261676,0.970697629,0.802141393,0.876503678,1.254603937,0.919098669,0.793386734,1.043531036,0.842633751,1.108157416,0.855697625,1.048159503,0.98516322,0.995150165,0.995543221,1.004324234,1.004718086,1.026399132
v27,0.955067956,0.844082556,1.0997273,0.954535466,1.074656981,0.821404526,0.951731394,1.062253425,1.068906327,1.013680376,0.83579434,1.007715368,0.787373689,0.914160278,0.873655262,0.798218716,1.132145746,0.779736781,0.858676983,0.888723549,0.963249216,0.894516684,0.868950523,0.745940286,0.914780741,0.83472333,0.831746297,0.752324988,0.980554667,0.72702796,1.015269828,0.655646654,0.955579503,0.841470495,0.931021463,1.137708636,0.917511773,1.135312577,1.010437131,0.966748235,1.053021097,1.016662783,1.148334832,1.005523547,0.993782902,1.005740747,1.00438587,1.005981151,0.983519496
v28,1.087173679,0.632341105,1.212071744,0.736679117,0.200442444,0.996637872,1.15011832,1.751955075,0.986486275,1.227313421,0.724102378,0.554578793,0.93703497,0.828932918,0.782964884,1.543085996,1.057301172,0.77559197,0.267182188,0.412155219,0.620672643,0.802805765,0.951776472,1.071005432,0.859220939,0.636684486,0.864557264,0.652079086,1.611439719,1.021691685,0.87689298,0.463515369,0.580555705,0.359954631,0.808580704,1.74170728,0.867620638,1.224328719,1.241515824,0.433265412,1.433767263,0.815490726,1.67617253,1.007003253,0.981993783,0.999022396,0.992726409,0.992421469,1.030338388
v29,1.020580826,1.009081608,1.008184922,0.924324445,0.992448749,1.041664142,0.9630379,1.210189707,0.970294508,1.063996926,1.018099517,0.874197733,1.099473974,0.894117492,0.970633563,1.016183596,1.244668436,0.845441397,1.036033019,0.987864785,1.127164875,0.97347467,0.96876249,0.925584032,1.030030038,1.069070337,0.923035224,0.871742729,0.896472724,0.953049749,0.948853921,0.927441691,0.887901902,0.866868664,0.953217372,1.053196248,0.937895081,0.973885073,0.860680697,0.951202629,0.950194273,0.853359771,0.924783371,1.005091303,0.994774956,0.994820612,0.998833866,1.032910981,0.998667854
v30,0.853292469,1.02208817,0.982632762,0.809178245,0.739057805,1.224639432,0.866127033,1.266052826,1.068139745,0.928243126,0.984179556,0.865438804,1.223808977,0.971153187,1.108221577,1.201606754,1.074771193,0.964635514,0.908457936,0.79204769,0.943627163,0.573174661,1.055596774,1.096123051,0.927625643,0.999328664,0.95805998,0.787802275,0.954095435,0.924692837,0.979904541,0.959432193,0.766618542,0.687986284,1.076297616,0.992744875,0.919385073,0.922151064,0.802960804,0.852223456,1.005678526,0.987404348,0.925403832,1.004932837,0.998903918,0.994761977,1.020662266,1.005210759,0.970956406
v31,1.286212718,0.901361716,1.094700812,0.937638763,0.946173464,1.237378412,0.750160729,0.650571775,1.450859427,0.866652334,0.925561912,0.777218335,1.117633723,1.030225527,0.723240958,0.783823421,1.181088873,0.893944403,0.819314917,0.913921959,0.864074102,1.062469876,0.784777638,0.945048945,0.793358306,0.954661895,1.07659627,1.035770397,0.727576483,0.976670429,0.835223835,1.024533188,1.019207405,0.628085444,1.313086947,0.811459477,0.801104639,1.425352598,0.904555041,0.928075028,1.087560268,0.837047082,1.297347402,0.979984861,0.982425497,1.016210494,0.979511295,0.979408897,1.090590952
v32,1.147084058,1.741100417,1.07593364,0.952108687,1.270783714,1.329250347,0.814562927,1.209095958,0.881348895,1.038846459,1.074954522,1.538760327,1.157183123,1.391193632,0.902486591,0.865459641,1.231378586,1.074563213,1.272155335,1.125947653,0.935852481,0.949017555,1.211903472,1.402463682,1.182540883,1.059284039,1.200870385,0.981396586,1.11633609,0.964887118,1.062735259,0.981523899,2.299875744,1.01291512,0.937184009,1.118845329,0.891910343,1.120156651,0.986840684,1.139588956,1.137938246,0.872871391,1.016051745,1.021955829,0.966227553,1.024248664,0.970901127,1.099081843,0.96493404
v33,1.599817102,0,0.561182321,1.235673962,0.980787672,0.087566915,2.07412322,0.459996946,0.55639736,0.984597426,0.442590857,0.304624299,0.356106557,0.350027812,0.548162054,0.435886021,1.697529424,0.163463297,0.133241892,1.330061109,1.184125339,0.236925776,0.431322202,0.174344114,0.885985653,0,1.226748886,0.9239336,0.899972447,0.217335933,1.233703428,0.154266958,1.620921349,0,0.567964941,1.153536145,1.241496432,0,1.0141152,1.418723029,1.296993887,0.286776598,0.856699484,1.034025502,1.068122816,0.971000685,0.96900538,1.024912698,0.72282378
v34,0.850198313,1.157594778,0.650492759,0.901124537,1.208211166,0.993688682,0.917794755,1.243791087,1.131048602,1.298785336,0.954031767,0.898651221,1.321094299,1.046988897,0.983370459,0.98918378,0.942804458,0.706576982,0.976728961,0.961662378,1.115236832,1.047894113,0.921957447,0.959341776,1.120793055,0.992035548,0.775725249,1.407437366,1.229622322,0.888142575,0.819050164,0.907278671,0.636855787,0.734996236,1.096178229,0.98964558,1.30330937,0.652339929,0.886265182,0.644577979,0.871920467,0.617963229,0.851531762,1.013046533,1.016224281,0.985406635,1.014943916,0.983375427,0.972815573
v35,0.972720121,1.022389609,1.004631889,0.923050981,0.733347302,1.085345101,0.972153833,1.109595264,0.947100497,1.002719967,1.110846436,0.980563762,0.964889019,1.005748913,1.026179508,0.768294194,1.009069937,0.972464697,0.958059611,0.99860655,0.940202034,0.978999677,0.902370052,1.061004734,1.032150111,1.086631431,1.002098782,0.808502898,0.766531362,1.00956981,0.873046579,0.84957529,0.964179378,0.917895698,0.922973821,0.794988974,0.959213508,1.02403684,0.845653956,0.912292307,0.796924312,1.027111401,0.848528949,0.97659996,0.994457137,1.004462493,1.005210983,1.005088032,1.005155525
v36,1.049836859,1.020374906,1.26061385,0.721554597,0.880338658,0.964993773,1.005675015,1.253115503,0.801290287,1.022131597,1.093024449,1.035952565,0.943199951,0.938464678,1.067597776,0.942717204,0.879954545,0.839674109,0.847451932,0.985896869,0.788325652,1.03723001,0.920116388,0.887687916,0.967359409,0.995476221,1.062301399,0.945796539,0.946536849,0.922982254,1.04733927,0.758555925,1.049247293,0.795787429,0.90633565,0.96557225,0.898617477,0.656125222,0.954812747,0.823025209,0.974990463,0.937421245,0.835528446,0.993846265,1.001255029,0.993881727,0.993704473,1.005626593,1.00883086
v37,0.996400085,0.925018732,0.986832309,0.809772309,0.843305748,0.860542119,0.950362099,1.252098112,0.843052471,0.998728797,0.992396243,0.980206329,0.91274055,0.858391809,0.930507917,1.048605679,0.825463628,0.786280297,0.817385271,0.848786918,0.795601902,0.93017285,0.805503114,0.83216166,0.930984204,0.827625996,0.990961236,0.928818747,1.07553035,0.991712799,1.124341413,0.861846765,1.021837314,0.913964014,0.883196037,1.367431959,0.917866276,0.793636445,1.061939954,0.782085208,1.046289569,0.862880095,0.980709981,0.988069504,0.994836467,0.999254653,0.988172891,1.00983984,1.009626612
v38,1.092392879,0.972806751,1.017082999,1.069107743,1.134633536,0.917826477,0.981464045,1.098576218,0.870161869,1.007185234,0.989484422,1.02867933,0.952846336,0.93218794,0.941199431,1.073015088,0.909340005,1.04331527,0.968711225,0.955550157,1.009299994,1.045127446,0.925590096,0.974154218,0.946655413,0.914401315,0.934331159,0.934851785,1.026283187,0.854712449,1.088942215,0.910096026,1.019069723,0.987584212,0.969041219,1.087752912,0.932679363,0.907606864,0.994599344,0.895728436,0.968962083,0.929166379,0.963683334,1.004735082,0.999787701,1.001927757,1.03636343,0.995169497,0.995091944
v39,0.860738253,0.860417756,0.924493554,0.964055116,0.765377137,0.989599232,0.915336287,0.792753348,0.814024485,1.200006452,1.083297128,0.874863596,0.94815912,0.790396937,1.215618086,0.990993115,0.868575745,0.908656742,0.925236802,0.837975588,0.869045352,1.05098426,0.842308815,1.015992586,1.026280968,0.765216129,0.841804814,1.059016486,0.887566589,1.158706054,0.924008831,1.143632407,0.867687057,0.992591405,1.079604157,0.798318397,0.950380021,1.24217479,0.831907723,0.710272703,0.927265483,1.172301488,1.080154672,0.982611452,0.987108559,0.984281047,1.012917963,1.013334821,1.012995216
v40,0.963581404,0.869242874,0.844229172,0.714130322,0.707487673,0.880960733,0.827151321,1.176135344,1.282540137,1.094658847,1.028254675,0.684223772,0.958817602,0.999772241,1.338998956,0.752005392,1.246047608,0.942521982,0.849486331,1.047521146,0.978660025,0.628549306,0.849763863,0.842177753,1.076358138,1.130819962,0.553897129,0.562334866,0.817570037,0.70815047,0.620167328,0.883633383,0.775766531,0.66799603,1.091422546,1.240214957,0.850980209,1.079006784,0.955647746,0.80094116,0.775351129,0.961152421,0.762603635,0.987545343,1.004257429,1.047169147,0.987167228,1.010652076,0.988959562
v41,1.179382277,0.428444744,1.193909893,0.588385998,0.435312678,0.481623039,0.732480646,1.756617297,0.538823118,1.441574165,1.198613192,1.079651431,1.174287108,0.524640298,1.254704813,0.945236898,1.015762452,0.818176536,1.619898092,0.660982436,1.017428943,0.91604311,0.993284465,0.957531955,0.137845619,0.989658611,0.850488981,0.337106598,1.02497023,0.891484641,0.754188841,0.911595147,0.14505377,0.661031079,1.098377328,1.315404277,0.989745612,0.561046538,1.023072249,0,0.976978358,1.287840459,1.011894242,0.939635256,1.022775635,1.009670594,1.022109972,1.020648915,0.966524622
v42,1.15561927,0.828139579,0.888843428,0.970325741,0.965666801,1.023432172,0.99010654,1.096632091,0.755603789,0.743473899,0.88517013,1.022315387,0.754114774,1.112312944,0.970526577,0.882344961,1.202411292,0.800924329,1.011938892,1.045177582,0.857856096,0.732937166,0.997247248,0.772177079,1.039061228,1.014779503,1.390718826,1.052753239,0.671766729,1.229236726,0.907698464,1.147957453,0.877411359,1.023873839,1.077569737,0.96856596,1.121609935,0.664391719,0.993938544,1.166373542,0.90545642,1.000177809,0.806244894,0.997530857,1.004547537,0.988272992,0.988752844,1.070980988,0.989931412
v43,1.021110967,0.980169493,0.9160416,0.944246433,0.946924464,0.884084797,0.921286332,1.034209233,0.907522329,0.979498392,0.910154219,0.986362684,1.012843397,0.981759551,0.984573277,0.918148159,0.961974954,0.929885776,0.941922271,0.938493544,0.914024556,0.982556873,0.966295388,0.966094425,0.985429434,1.011199078,0.958739953,0.974660564,0.921764586,0.962229821,0.992258205,0.94504909,0.951844177,0.986646926,0.980067347,1.016089133,0.97210869,0.978219493,1.028329971,0.958554189,0.950682102,1.003140658,0.939174732,0.992753278,1.005175816,1.003072343,0.991268822,1.00481663,1.01247603
v44,0.587268238,0.816227763,0.869765882,0.388761656,0.43236877,1.296847156,0.83441763,0.75918969,0.858513944,0.456054818,1.168073058,0.59513798,1.38312984,1.240008674,1.271373397,0.83444492,0.868728323,1.357626401,1.141974013,1.3904555,1.252024454,0.733579916,1.229327617,0.848986183,0.827487363,1.005946073,0.720395918,1.627603543,0.750026887,1.210681933,0.7110616,1.367013545,1.085463385,1.482159367,1.344231175,0.852781234,1.208312877,1.425693128,1.036110994,1.725530146,0.560809569,1.186975586,0.987941349,0.890307461,1.011295471,0.987123965,1.011784099,1.011434515,1.011926434
v45,1.048374086,0.872056447,1.232820621,0.564220155,0.973892879,1.018998629,0.780347524,1.344104751,0.663946475,1.048581974,0.910779158,0.918172845,0.89315443,0.890358834,1.002353785,0.917094604,0.916855975,0.975646096,0.892812956,0.534601667,1.035603664,1.087822515,0.820482044,1.173949523,0.943945932,0.714640002,0.737587159,0.813086793,1.169750887,1.154155841,1.055688733,0.974645191,0.569468514,0.644060009,0.998476798,0.810494634,0.411264185,0.810575264,0.959674433,0.518622188,0.884134479,0.470634638,0.589152157,0.985475101,0.900774827,1.026039344,0.982674505,1.012433331,1.012066682
v46,0.996751916,1.384519533,0.950945557,1.569952164,0.803591756,0.956243189,1.217586017,0.688354,1.239425139,0.656514661,0.57573923,0.730962611,0.638254083,0.552785078,0.793643199,1.023046714,1.358000664,1.052420013,0.925038062,0.686741341,1.748686438,0.432049981,0.985541356,1.379978731,1.194012991,0.838558702,1.021903084,0.857885745,1.036085933,0.974316852,0.854276101,1.505672512,1.133922445,1.186821664,0.881903157,1.110827536,1.050833309,1.021803943,0.837878341,1.077447439,1.127545578,1.092477126,0.511366944,0.986446408,1.012507677,1.013085067,0.984681597,0.841310441,0.986050003
v47,0.920087852,0.808621872,1.286545274,0.927990323,1.041244598,1.253285532,0.77862282,1.931724273,0.891663804,0.99548776,0.928137251,1.03189707,0.856133291,1.05789787,0.878439481,0.907952348,1.212140798,1.195743477,0.786574095,0.669628117,0.867558039,1.17419155,0.843689103,0.893785882,0.909945485,0.634500907,1.042600234,0.893668136,1.126304883,1.090401817,0.993947846,0.944553801,1.056090333,0.776265722,0.790889359,0.94699215,0.917629896,0.931014315,0.959936914,0.745916524,0.851835299,0.796536872,1.004887082,0.988374911,0.996867384,0.98874294,1.010341537,1.003530477,1.048123909
v48,1.128350559,1.316794688,0.803319183,1.496023669,0.822240113,0.880592012,0.81506599,0.838080485,0.724260965,0.790413293,0.884030464,0.89356657,0.777059946,1.040776605,0.983253754,0.788968855,0.686710226,1.074528409,0.930306294,0.955588411,1.03880349,0.835266376,1.003351044,1.224250504,1.269582816,1.149532874,0.998620066,0.904534727,0.71150147,1.050072351,0.842892335,1.11262887,0.903250745,1.0509349,1.005438201,0.752025557,1.196741387,0.944269264,0.984007269,1.381580141,0.680121634,1.011752958,0.859016745,1.074146203,0.987183305,1.011520326,0.98718793,1.003011873,0.995217629
v49,1.181681108,1.203651843,1.139545699,1.260006009,1.095883621,0.926772988,0.88367366,1.297622789,0.800376502,1.205022631,0.762151305,1.062320225,0.946973667,0.936936986,0.837316008,0.802031012,0.82740023,0.979521026,1.177619425,0.910414237,1.288407435,1.06444697,1.073048761,0.869859427,0.837797737,1.159942442,0.946757591,0.768688109,1.073899886,0.782744831,1.008010558,1.107299536,1.214961524,1.042385227,1.060344373,1.194281268,1.0718938,0.973968617,1.199907921,1.019184933,0.961929033,1.03408162,1.010137121,0.982498282,1.016473489,0.984234782,1.012631384,1.012774711,1.013715673
v50,1.049626669,0.916269461,0.996604585,0.82544171,0.944552248,0.859079952,0.915655636,1.159755963,0.887815117,0.98439973,0.879909701,0.994263795,0.981081,0.923950113,0.886931775,0.983392406,0.951289434,0.921533392,0.937152543,0.906673258,0.881623449,0.806688313,0.907721908,0.916541335,0.979246545,0.867488445,0.860538986,0.87326688,1.049750025,0.872626839,1.002497443,0.882183106,0.956626536,0.965424926,0.96454137,1.036997731,0.992373338,0.870762555,0.969103325,0.979318106,0.977693616,0.84186624,1.019689733,0.995742538,0.995758696,1.00179834,1.002331613,1.003508396,1.031849583
v51,0.985045871,1.016223642,1.298192961,0.982981159,0.917273557,1.047881952,0.999172561,1.212602676,1.189455702,1.084154018,1.04321143,1.015100878,1.282601156,1.067992751,0.921174247,1.029105419,1.188459622,0.962188177,1.085604312,0.997021529,0.994503669,0.977406835,0.896002783,0.939246322,0.932323889,0.868779514,0.853363495,0.769890088,0.984977476,0.85489522,0.984961682,0.992297872,0.82865358,0.89952088,0.830784538,0.858177353,0.885747978,0.965214186,0.836039098,0.922920122,0.906918314,0.962268124,0.81140371,0.992222851,1.007611128,0.992650203,1.019992824,1.02023175,0.992500857
v52,1.058889219,0.903213185,0.821321274,0.862783264,0.909020779,0.830149996,0.916723919,1.122369649,0.94254395,0.922662365,0.857096108,1.005651672,0.959585419,0.840871029,0.930046033,0.925587571,1.024108394,0.909975803,1.099678534,0.895047254,0.907257427,1.126564839,0.926256777,1.04398463,0.964309374,1.087981633,0.812849173,1.077500442,0.914996377,0.809748983,1.046465332,1.003604084,0.849107754,0.910243607,1.029986438,1.242201636,1.050969932,1.017332293,1.152857862,1.098081094,0.956794209,0.97803362,0.98359788,0.986698055,0.996368149,0.987935989,1.011140773,1.003563512,1.015249281
v53,1.319422383,0.396663455,1.290642108,1.508618046,1.494564473,0.761601077,1.800339259,1.057449769,1.032465923,0.986231255,0.586350437,1.691630771,0.621345364,0.390126493,0.753603582,1.164682261,1.509969011,0.518771829,0.273572485,0.56104345,0.424280906,1.420817873,0.362338686,0.696384691,0.450260085,0.684750602,0.827870275,1.529863417,0.793456733,0.454908242,0.909418825,0.526398311,0.705761871,1.453356061,0.596179969,2.180089218,0.869740152,0.588250389,2.024536774,0.368795889,0.93943944,0.81766732,0.395585045,0.982870843,1.001183268,0.982454827,1.016511104,0.984061342,1.241571698
v54,1.50084416,0.426800234,1.317449407,1.550423582,1.678491347,0.554832308,1.861745273,1.128395554,0.766535746,0.848515893,0.480116101,1.566606965,0.750495766,0.48759425,0.664084785,0.904583203,1.011393514,0.450469219,0.489842801,0.408374506,0.267751764,1.237164424,0.264880116,0.562938078,0.341805486,0.591354775,0.626752337,1.246947068,0.704569457,0.489465836,0.590555101,0.535350961,0.529752199,1.472363705,0.43131633,2.106537277,0.842658378,0.362005761,1.671100907,0.341380226,0.820597945,0.700907068,0.350604119,0.988768441,0.98613896,0.986143748,1.011963016,0.987342296,1.040221754
v55,0.946316795,1.029745485,1.142810458,0.736451334,1.294192471,0.958993451,1.139077521,1.159116828,1.002022233,1.049825329,0.925036843,0.874278945,1.228125116,0.932604711,1.035248735,1.259859582,1.264073201,0.810569414,1.143977772,1.220677693,0.799017899,0.887016842,0.937853569,1.0029352,0.883770733,0.918234745,0.669283884,0.776349345,1.01899487,0.802243032,0.999484795,0.912374964,0.860303725,0.899526892,1.12356586,0.944118693,0.928753247,0.831657068,0.902654245,1.074182853,0.875792644,0.800070294,0.973032262,1.007182745,0.992920998,0.999654864,1.051863573,0.994270834,0.986308923
v56,1.842750823,0.979610918,0.66313612,2.048835666,0.4920045,0.607879629,1.329769782,1.126844459,0.946280988,0.654711586,1.032526339,1.709193153,1.423748199,1.154807245,0.900066906,1.613265508,0.976577557,0.974199872,0.741382979,1.076156006,1.015261382,0.882990365,0.889110175,1.031566906,0.958876468,0.970783839,0.261398918,1.436350454,0.543841768,1.041108963,0.644848759,0.834145852,0.709201811,1.000778997,1.140685624,1.146371509,1.29803352,0.969975815,1.349494662,0.818730477,0.418673213,1.299310584,0.454334412,1.019067945,0.978654846,1.145480762,0.998570867,0.981883237,1.017531405
v57,0.628618822,0.850949297,0.846208289,0.824400866,1.296642089,0.869305905,0.767678444,1.852656357,0.92299287,1.102106677,0.890492897,0.749114514,0.657260475,0.663583254,0.776018523,0.910268303,0.80745621,0.662922131,0.737864852,1.105443881,1.486280038,1.489416498,1.007160443,1.341947373,0.941770261,1.443483541,0.915112532,0.75778983,0.819292114,0.73219434,0.838682769,0.938660992,0.918334244,0.882811941,1.082852339,0.79025556,1.021853735,0.678536724,0.976537611,1.099791608,0.801117006,0.789976862,1.68872144,0.972258732,0.974339221,1.102916684,0.972215256,1.006489151,1.020685921
v58,0.979779729,0.984977713,0.976900975,0.924567465,1.009941937,0.902821668,0.951776895,1.022849223,0.939336489,1.062289147,0.809135304,0.937421447,0.945309626,0.857254879,0.951042675,1.143454302,0.98763214,0.899433881,0.990096645,1.010268248,0.981687679,0.994331578,1.00409309,1.011236667,0.933079954,0.992365405,0.892238862,0.958620951,0.95544379,0.894412423,1.051288626,0.965067212,0.961911236,0.922113598,0.97616841,1.035804344,0.943030328,0.907766585,1.072006938,0.920734619,1.032993272,0.941712913,1.047121783,0.975629662,0.994795157,1.013387963,1.005074134,1.005280095,0.99460047
v59,0.734715566,1.428928817,1.004327026,1.14795153,0.894574815,1.166766244,0.834851809,1.022918972,1.249456427,0.898040937,0.930485387,0.953268772,0.973399839,1.078657397,0.835725602,0.615205809,0.605960715,1.105027877,1.022428091,1.029051665,1.024795663,1.634915279,0.688360674,1.144809886,0.731316067,0.81778146,0.716497593,0.991550507,0.817124479,0.798639876,1.07022248,1.19210625,0.862293376,1.271757653,1.104566547,1.035301877,1.064928359,1.007242968,1.082377475,1.473904779,0.982763649,1.026604999,0.734875327,0.989193486,1.053967669,0.992732779,0.952107054,1.012454508,0.990919937
v60,1.276060375,0.912872049,0.79688174,1.023183927,0.730430135,0.969162924,1.091120275,0.9322113,0.757589061,0.814577297,1.130254893,1.051359876,0.989282432,0.942961589,0.957108965,0.731790369,0.884156712,1.216079848,1.102698857,1.026451215,1.303514241,0.993355595,1.178412819,0.803806937,1.008080163,0.837004295,1.222823036,1.412049406,0.818887226,0.966285491,0.96148046,0.92897026,0.797816502,1.153917429,1.017368854,0.797301311,0.916557843,0.919661405,0.786159535,1.095944302,0.823717131,0.887846439,0.757117112,0.987772096,0.988476533,0.988203896,1.010852289,1.092697944,0.989526565
v61,1.018576784,0.984565706,0.868303438,1.017058046,0.958693168,0.903857231,0.978645524,1.070620761,0.902276663,0.948467631,0.952625917,0.999011881,0.987466101,0.990753067,0.947360717,0.908924573,0.910651863,0.967569563,0.972801179,0.965911237,0.932737779,1.065715333,0.962514401,0.94640835,0.951249552,1.035565083,0.958141939,0.981037287,0.925943361,0.891407659,0.939138653,0.98388525,0.923760748,0.95908009,1.018439525,0.963092839,0.967099095,0.986350158,0.975276725,1.032034805,0.933169335,0.951918182,0.943921962,0.987476239,0.996875717,0.996859506,1.003076313,1.003000076,1.003025184
v62,0.99065299,1.062526512,0.748635643,0.930135267,0.960663931,0.980326854,0.899586771,1.168247842,0.955816699,0.956723346,0.924308997,1.031482872,1.02030604,1.026120128,0.963503626,0.929886515,0.946096036,0.941573538,0.986758767,0.981135073,0.731687568,1.166164109,0.924609239,0.948405118,0.984262367,1.031510327,0.798084055,0.888813728,0.934149612,0.990394952,0.821792664,1.088194038,0.943591415,0.982249987,0.9835551,0.867034483,0.924716245,1.040726808,0.992176355,0.897010491,0.975982946,0.979785332,0.8436853,0.985799365,1.002060639,0.996984662,0.997632348,1.002894343,1.002903871
v63,1.455369293,0.667577818,0.768783553,1.21174044,0.541660133,1.105060223,0.939709312,0.713339116,0.750810456,0.654013671,0.595872694,0.657166466,0.713283996,0.655047414,0.889668895,1.116571336,0.807048089,1.291654051,0.766601456,0.9356912,1.250255362,0.441936346,0.929286437,0.822386913,0.731152131,0.676941016,0.758267535,1.41846798,0.8167552,1.027252854,0.841584578,1.080734745,0.927680623,1.12701415,0.896833663,0.600880064,0.904779323,0.825886276,0.811497438,1.035498986,0.700298863,1.099148208,0.770512635,0.926357166,1.012348085,1.01288943,1.01072255,0.988619291,1.060314981
v64,1.533241373,1.032618654,0.559875743,0.94391105,0.806085122,0.91036689,0.842352986,0.642023336,0.586490321,0.757718795,0.400649022,0.702281086,0.480933891,0.399070884,0.683189696,1.397971575,0.538871414,1.077859398,1.124725952,0.911619955,0.786063495,0.253901104,1.263441925,1.037463514,0.581558634,1.448266096,0.572076035,0.890355063,0.906005719,0.854043776,0.82085978,1.015773553,1.022648333,0.947527753,0.926195175,0.727416655,1.097319883,0.660974135,1.513064273,0.920306493,0.949086239,0.838117012,0.56019436,1.033842533,0.986005578,0.982322889,1.0117239,0.987818226,1.058985024
v65,1.248291886,1.047251886,1.232301546,0.772270578,0.966326165,0.720990112,0.641536907,1.184842693,1.008922779,0.881891194,1.358211751,1.039302396,0.666221034,0.985105252,1.087789675,0.69270328,1.122571024,1.117677492,0.983692788,0.841574668,0.699834635,0.832908547,1.104598454,0.891034809,1.049775101,0.611247708,0.997657705,0.567600748,0.571165324,0.893403025,1.08048252,1.311587786,1.107405791,1.001834748,0.99498233,0.851566356,0.965921073,1.272949414,0.975554505,0.679259643,1.104758588,0.982039455,0.704687976,0.942432887,1.051809318,0.722790922,1.219783899,0.957521031,1.010100794
