,F109,F112,F114,F116,F129,F132,F137,F138,F141,CF92,CF93,CF94,CF95,CF97,CF98,CF100,CF101,CF104,CF108,FTg113,FTg115,FTg117,FTg118,FTg119,FTg124,FTg125,FTg126,FTg127,FTg130,FTg133,FTg140,CFTg89,CFTg91,CFTg99,CFTg106,CFTg107,CFTg120,CFTg121,CFTg122,CFTg123,CFTg134,CFTg135,CFTg136,QC3,QC4,QC5,QC6,QC7,QC8
Compound,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg0,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,Tg1000,QC,QC,QC,QC,QC,QC
PHENACYLAMINE,642.2485784,628.780117,647.1646717,682.1676339,523.3517695,596.4887155,609.746555,636.7659996,518.9002056,983.9810112,644.72794,827.1063336,684.5805671,581.61525,509.9870518,555.6708847,664.608091,558.1760732,598.2434296,440.6354361,547.9846894,547.8092116,535.5228092,579.3990551,459.8669759,530.816159,590.4029096,544.6581895,548.7460624,520.0113191,495.7707932,469.3707935,617.5465655,562.1357492,488.7652954,593.5992601,673.5385634,655.6122368,538.9876906,726.5694146,644.2533992,525.6056082,768.9539905,618.2758197,618.9539723,673.8421504,659.1042417,685.5762441,724.7195316
PIPECOLINIC ACID,45.23549608,31.83704958,34.26639557,40.91181177,36.9057312,94.64228649,46.49872589,38.04097742,30.92800903,57.91847839,18.03922319,41.91491795,38.64318468,33.82587421,32.8993988,36.58673859,22.96279144,115.2342284,77.03292794,32.56123352,51.91569971,42.11715698,119.1798245,120.55272,56.84944916,32.42934465,43.24144745,49.66176605,31.28652923,34.94190979,75.71046192,35.71166229,38.41686133,60.98167829,44.35865092,57.58659405,95.94552964,49.98827542,52.81739849,230.5992126,35.97780609,38.4800415,80.88532505,38.2202754,44.41769597,83.87901665,93.62487563,52.16091613,48.46901703
PS(18:1/0:0),8267.461491,8871.200136,6561.450363,7285.67849,6115.327329,7456.581689,8644.619511,7335.900473,6134.747493,9172.558412,7429.176909,9154.638609,14839.67086,8613.31978,9120.714212,9705.419984,11448.31736,8101.743829,6290.252705,7058.427414,10833.09606,7618.341033,9693.105488,10650.43133,6936.993138,7699.052578,10001.54445,9405.91017,6861.762802,6093.385748,7536.315229,9072.792306,8955.099037,6180.079696,7645.986353,6491.736495,10482.34703,8611.089268,6614.847056,9081.2314,9169.864402,8314.670996,11998.41756,8705.522213,7804.242559,9220.733713,9217.287378,9007.939776,8414.326246
PS(18:3/20:0),556.6008566,817.5552474,662.11155,719.4154568,640.3836382,585.5413781,768.2207963,708.3076528,878.9269732,592.8153729,684.6591567,698.6139737,657.0251904,568.5248908,801.6518628,845.7103203,1028.471024,811.1255922,684.0162282,924.4116423,899.2531711,654.5888121,851.968338,817.71087,814.6098503,754.4446389,774.7723108,807.9971472,761.8577374,808.7220253,789.625092,735.4166031,804.1752469,644.2170725,673.8371725,810.7159019,739.4988357,711.0068582,752.1169982,955.8950999,679.5838463,876.2089722,876.968154,791.0539018,776.7710988,765.2107388,768.376938,701.923674,743.7310929
PS(18:3/22:0),1366.657615,1468.823971,1494.167324,1210.189669,1546.752432,1488.022096,1552.816967,1559.286796,1507.815485,1639.060386,1289.999082,1680.432447,1450.505386,1314.347495,1355.234816,1621.537562,1821.755609,1710.086657,1364.326194,1570.567494,1450.780032,1363.049445,1465.15896,1321.123632,1484.564779,1318.310271,1279.063833,1569.892466,1531.195177,1583.44399,1553.966997,1243.147064,1594.782711,1185.339266,1364.470334,1564.685657,1316.700645,1543.033122,1582.24871,1607.116758,1411.559033,1426.222778,1463.839132,1285.021769,1430.4613,1598.073889,1614.166156,1521.682229,1668.719994
PS(18:4/22:2),101.915169,27.75237195,74.12694813,35.12753296,24.35830665,83.51495429,56.94551587,73.27780128,50.71423209,110.6628281,51.6282433,96.9389707,60.54761058,69.01948,53.12504095,105.7523456,47.14438912,73.11485741,65.6344513,48.35172987,38.87402344,18.71203613,62.08885491,48.19141106,91.95943032,17.22079825,54.60959315,98.59498741,91.61224694,82.92216732,39.83877933,40.1688467,44.0055542,81.9273942,65.98196662,105.73224,35.30340439,82.85303768,42.98591563,87.48393724,63.26940906,71.1705945,80.35863797,37.44051306,65.95285501,58.24367692,90.22116119,60.67007496,101.7906821
PS(20:1/20:0),1311.820404,1182.868969,1379.366913,1200.119491,1348.778096,1421.394106,1512.657275,1398.401148,1195.40848,1361.230108,1271.961023,1398.939457,1158.072354,1233.704865,1165.43435,1268.306607,1574.198653,1347.227189,1300.761027,1169.842208,1296.6437,1177.846274,1162.886255,1084.852886,1420.566778,952.8188083,1220.796223,1247.806335,1348.237484,1204.138311,1201.763962,1010.021117,1284.904061,1255.440808,1210.877062,1397.919373,1297.332525,1186.333795,1299.917262,1389.468015,1253.969562,1187.029173,1279.403955,1181.96657,1261.141532,1263.863474,1403.778449,1354.703646,1452.085057
PS(20:4/20:0),2116.504178,1844.172431,2268.6157,1824.64749,2233.250368,2433.725878,2341.657671,2059.303727,1943.917178,2040.86026,1757.860331,2245.323459,1798.669727,1696.322791,1923.226474,2159.201814,2490.196998,2647.659362,1967.517091,2286.758969,2110.60671,1996.142621,2394.073365,2189.96469,2025.405356,1973.198015,2132.905725,2521.066771,2392.934317,2434.717328,2310.259368,1793.169181,2099.216371,1715.250018,2129.356088,2174.603153,1810.814249,2030.937629,2163.370687,2393.537136,2137.362484,2022.295054,1884.942465,2140.259089,2131.693471,2102.214343,2078.579531,2211.051364,2279.9014
PS(20:4/22:0),286.5627941,363.6352588,368.2311851,380.7655261,223.3760586,400.5909386,439.3175331,425.3065764,499.509171,502.9956892,450.6541714,398.4233881,452.2594173,426.4607391,395.2863637,317.1116111,408.0943527,270.4441418,408.802429,330.1789952,335.607595,254.9585311,314.6640302,260.0142377,315.7216208,283.0446744,352.6015554,255.8156312,345.7680512,316.6025152,316.556118,332.06849,210.5953026,289.8680966,289.5810161,308.059701,263.4404048,308.388939,308.9324234,296.3078282,361.081522,258.5316383,242.9096733,355.2036294,409.0528773,366.2811176,357.1560094,369.0200788,374.7027283
Spermic acid,211.5502575,147.5462418,127.1798749,247.4109162,183.2997937,147.6504514,206.6552363,146.8874667,107.010254,269.1466258,164.66149,245.6791645,175.9939227,195.8606405,219.9011121,296.3475511,190.3340048,255.5564485,132.5680239,175.9588197,232.2713852,241.4466729,266.0569298,188.5034094,172.7136143,149.9205249,207.139526,226.8796497,208.3223149,152.8472889,224.7776261,148.3322008,152.1356792,167.8045061,193.5673077,243.9406222,269.5395293,254.2346605,178.2668246,299.9636487,310.2980956,211.4014923,118.8705775,193.7180304,176.8098059,205.1626684,221.4169331,235.0056954,196.999203
SPERMIDINE,532.4341908,775.2540406,702.9984854,803.5722667,560.8978325,759.3560296,914.9260906,967.1809026,416.4132185,1758.865604,1040.076382,884.5290221,910.6026464,653.1048854,486.1299602,1075.851223,615.5188062,865.625157,785.0889589,636.0757145,747.3772192,654.5831249,753.6099204,811.8418893,985.8533403,648.2288423,588.5445223,641.897926,908.4289414,1109.689715,568.4661626,1123.110192,858.3222744,727.2506728,764.188921,1402.932388,684.541403,756.4990779,545.9223482,923.5780489,890.9381893,903.8563102,760.3550525,693.3886348,916.5635256,804.4108712,991.3385554,1009.401227,842.7919374
Sphinganine,356.5960059,334.6023697,374.9963089,388.0178553,349.3486544,337.1434046,338.9018632,352.5582326,346.0351866,351.1940194,336.5688103,411.4104082,376.8156242,384.8707324,361.538028,428.1282112,335.0595065,343.1638451,356.8280378,330.7712671,351.0439121,362.6948856,346.9858394,350.2677151,380.340382,368.1210003,349.8439463,352.5854473,388.4684934,385.5624827,339.261077,339.4445874,374.8872558,343.8281114,350.7082442,407.0942866,350.1732651,387.7630416,345.7997558,366.3919955,336.7148514,384.3274585,409.1526259,381.4342576,339.218679,373.003255,340.1003499,381.20766,350.9152733
Succinyladenosine,1206.265682,1046.50383,1282.248745,1347.854981,1453.487142,1308.337383,1333.743343,1174.076294,1058.382786,1207.706238,1105.991845,1572.543078,1064.863338,1243.783609,1071.054611,1067.381439,1126.290553,413.2985474,949.1060263,1323.055648,1392.310563,1271.057742,1127.904595,1432.303896,1229.054819,1224.859852,1323.362119,1489.572157,1530.608129,1277.509531,1446.400959,812.5274407,997.3051608,1241.192021,1260.492236,1396.885914,1131.301438,1471.010962,1288.211575,1219.176977,443.4291274,1031.603188,1152.801547,1158.68466,1160.480359,1317.568444,1249.596452,1445.195875,1343.135689
TAURINE,1515.172803,1447.702102,1494.885366,1298.22311,1590.105764,1380.400983,1562.832659,1362.714345,1756.729627,1719.884012,1360.174622,1537.556625,1311.998404,1340.140642,1690.72112,1435.372781,1469.76954,1864.665358,1545.951354,1387.334084,1602.049976,1437.682207,1666.694624,1448.442915,1701.470132,1554.274912,1733.762668,1491.318745,1500.629725,1723.431417,1706.585886,1642.81185,1548.443613,1447.287293,1471.656459,1444.559092,1311.693414,1421.043739,1440.178409,1611.218171,1596.091925,1477.142066,1379.332135,1394.387755,1619.164258,1669.664037,1604.599374,1400.870793,1531.089716
TG(14:1/20:5/22:6),842.1345739,762.6615837,1181.501528,1248.585639,835.8588147,679.9192465,965.7454938,1080.810106,1914.318528,433.1738553,1223.143795,1503.594678,916.9810309,975.0220381,1285.897371,1769.754956,1105.885013,1026.647909,527.698344,551.4240715,818.3070503,1030.865743,770.6971449,401.7433983,853.4674745,577.8072264,355.7467189,1154.532904,772.5579578,800.5215954,1163.780618,935.508618,677.7570001,522.7394431,693.3467821,391.466095,850.2128892,532.3359349,440.8321651,1016.170004,507.8204053,660.2312016,1353.800996,558.8926115,768.8396884,851.0953614,848.2147392,1092.431702,923.5675434
TG(18:4/18:3/18:4),3994.407279,4037.384316,4597.808969,3696.174499,3799.524048,5054.24302,3676.122029,3304.565637,3354.564599,2241.901189,4076.213931,3895.253369,2631.950816,5269.574416,3733.963788,3172.05078,5267.945396,3938.250577,3136.35474,4109.310878,4839.224091,4185.755683,3995.85521,4584.293014,5322.870202,4151.788663,4280.578162,5243.604893,4515.757806,3716.252573,5208.389922,4532.115343,3945.604221,4811.425244,4725.859688,3154.453391,4207.08765,3569.800641,5551.187637,4009.669545,3617.042363,3498.58313,4332.982055,4092.65743,3597.476892,3671.57207,4116.020953,3593.802522,4505.264064
Urea,935.7168546,1030.036625,964.8657822,854.386579,1151.878045,1140.518059,1052.173702,1096.163492,984.7238701,1336.375989,1007.842534,1360.010666,1010.572272,1146.280759,1153.456373,1221.435636,1142.310186,1132.237504,1247.193986,1369.661595,1474.115617,1195.474965,1218.023189,1222.103281,1417.534548,1086.955591,1339.839393,1244.004946,1223.206277,1299.131482,1198.327471,1268.370364,1006.748823,1105.190917,1402.473876,1177.616362,1079.82646,1080.072498,1198.294374,2948.715098,1117.716066,915.5210452,1143.707445,1115.866923,1250.608451,1302.18127,1331.941704,1395.954579,1416.205205
Uric acid,27.12052029,52.69463121,11.02069188,20.15436775,20.13083901,18.93415996,20.96291612,50.68726176,24.0739983,37.98349624,18.56438149,20.64491239,14.55245755,15.26209317,27.35948279,17.03056871,27.29638863,111.5413676,16.45781988,14.86080397,30.2456314,31.38672234,63.96884098,35.04457485,23.43372022,25.02327638,20.57784467,22.34978002,11.43452644,33.49808494,16.92718387,26.53960127,33.38208587,16.78650597,23.75110495,42.32446729,23.03715698,59.3100674,31.2625005,46.50816409,26.52962957,21.71213072,39.73391147,27.60149716,20.07438422,45.39831681,39.02600054,26.40564973,29.15591751
Valyl-Asparagine,118.9570216,139.5814002,108.2942934,155.423083,93.47714608,122.0294949,127.4633711,134.605964,131.4466739,169.1266264,105.7622802,124.0039221,83.64756,126.1154239,127.5282857,120.6247432,153.1585777,222.4572027,101.0116861,125.8550539,134.7743337,117.9200933,122.057013,144.9260235,139.8266631,137.6518235,138.9786073,138.9371641,124.0715173,113.8875682,130.9065207,142.5169712,119.5872711,116.2422249,127.8228833,130.3197504,109.7842778,130.5510709,155.6096438,120.6094681,143.0346968,126.7764504,126.2137555,121.7316699,138.7013093,130.7050969,132.1128945,153.2165325,163.9117856
Vitamin A,13688.40164,18103.39887,12233.29124,23567.974,15360.74397,27018.82785,16384.4212,21665.26517,2564.822182,27833.79423,24683.18033,32162.32835,23320.36831,24641.62914,11991.54027,10825.22099,22949.2976,15424.18932,20018.85672,11440.33849,13537.16369,11753.88576,4543.717311,13963.82091,12152.67894,13593.83753,6826.956219,8016.190096,8299.651473,11783.91074,14502.79451,11186.05458,10603.22659,14860.13367,6490.52448,18252.4372,8165.523417,8669.353167,19367.32243,11965.75339,14112.93412,11684.15807,15394.94767,16680.61722,15347.88631,15669.60828,16687.46412,16865.92158,19578.15663
XANTHINE,2989.268274,4003.089804,3567.642864,2975.743315,3508.178793,3752.420785,3114.333191,3035.04951,2958.727624,4236.282515,2969.08276,4422.929508,3535.086145,3061.104819,2126.098915,2906.562612,2696.469414,4391.271484,2623.318121,2766.831202,3798.775004,2959.380145,2715.835493,3065.905131,2736.982242,3412.288992,2569.896082,2952.516734,2758.120014,3125.3932,3725.623021,3085.143359,2486.997696,2333.963042,2689.467707,2472.805466,2738.973965,2806.673558,3443.388422,3406.15508,3336.997349,2910.768788,2731.053964,3310.258642,3349.337312,2700.441091,3622.48002,3753.069616,3041.463319
Cer(d18:0/18:1),515.0333758,804.4155035,1243.023604,1010.872809,1367.996857,815.4286015,1027.67616,882.7197127,1752.628595,741.5158378,1268.097569,915.3734925,1517.604764,520.6793246,1207.195066,1193.229833,1253.557901,863.8170699,1157.30445,769.3164269,1099.147087,810.669463,612.6048465,590.5450545,1718.739074,913.4487331,532.0010937,753.8390408,1087.860889,973.7867903,1327.579231,892.0240488,1121.619851,1032.420484,1128.178966,1025.960963,1255.254326,1000.207905,917.5427689,809.144692,1478.578592,1044.095839,1730.113435,944.9507371,1154.747139,991.5978365,1368.754424,1187.055229,800.8666462
Cer(d18:0/18:1)_iso2,120797.8672,107562.5197,112043.0149,110988.3746,133688.0039,125798.2621,130899.8788,126324.2134,111138.8471,151655.8113,114080.7641,130528.4288,119541.9773,120945.9547,111299.0471,117988.6985,121351.9664,139570.6041,110503.0882,112439.985,109737.0519,120913.5831,101711.4848,112454.8579,116652.6112,100088.3412,101181.458,114512.0676,113550.4369,121967.3842,117848.3775,114007.9601,117850.0117,120358.0569,112773.9525,118937.3939,101537.8076,103497.0504,119518.4373,112173.1173,116572.4135,116989.9997,122226.2459,111835.166,120557.619,121982.9276,127326.6417,127974.2913,128736.7506
Cer(d18:0/20:0),234.6051763,364.3352365,262.0526948,281.9399824,99.31794523,261.7337019,239.3063677,163.8957523,383.6323954,185.4954317,377.1606588,293.6552591,189.1026392,286.6890249,202.2111392,307.9862599,208.5593365,257.3801413,312.8304411,191.4703351,348.3633374,304.6939085,249.662162,198.0463905,177.6535633,212.6123788,274.7391005,194.9662386,125.6300349,97.52206271,200.0408793,212.6392055,205.9484203,289.5188866,236.1460653,207.6691642,225.9213016,160.660267,200.8847493,164.1204856,369.7858399,185.2539368,329.7369513,207.3453012,166.798689,246.5838764,239.5346962,227.9187491,223.7996873
Cer(d18:0/22:0),991.7716977,869.4342592,628.6213407,523.332094,707.2944695,544.6116052,560.1008983,429.0443367,922.5367142,286.2691518,701.6724489,369.4874872,713.6247587,570.7694823,479.7385407,503.6961542,420.2114938,421.4338698,842.51056,929.9171939,883.429769,780.7947941,780.0200144,707.1923066,829.4720415,1073.88569,892.7937188,954.19456,850.9201871,334.026671,800.5659594,865.4285625,824.8000067,1300.873822,964.3739866,192.8338299,883.8537921,632.9704808,857.8222705,650.3618911,1093.181912,930.7975378,945.5334698,479.6546142,593.1723059,568.8725937,679.0182076,676.588133,505.2652538
Cer(d18:1/18:1),1325.494338,1227.45264,1490.043434,1315.178424,1486.974933,1163.726187,1531.726011,1419.607045,1206.205557,1764.373389,1310.157609,1361.060651,1774.214999,1338.446143,1291.111456,1432.722747,1330.32426,1458.643583,1355.866565,1176.054793,1236.246065,1488.499849,1176.419916,1271.855084,1263.552316,1126.001129,1338.045932,1157.290763,1105.768221,1014.549551,1226.840819,1279.366537,1538.766433,1256.988341,1118.418351,1465.049992,1066.135772,1436.163124,922.661882,1348.898224,1263.356918,1335.680274,1233.043436,1337.148106,1348.562831,1352.72847,1314.899865,1484.316406,1508.958111
Cer(d18:1/18:1)_iso2,6380.331213,5657.165101,7002.976509,7185.96093,6791.372913,6721.117799,7705.469737,6844.606481,5779.442837,8581.027081,7370.954416,9371.446662,6763.07606,7170.555595,6365.490646,6717.666113,7277.812669,6374.77075,6513.134095,5376.33011,6052.823684,6377.067068,5601.801552,5520.369343,5913.59207,5777.707045,5813.58777,5359.87898,5452.513186,5549.627499,6290.429873,5882.832415,6801.207472,6796.52361,6263.686434,6828.647077,5906.510326,6339.447937,5439.043282,5671.984497,6255.301641,5897.569171,5703.068852,6068.05986,6136.988792,6574.325859,6098.017664,7493.534267,7681.056666
Cer(d18:1/20:0),4936.549416,4017.631488,5158.985257,3622.026696,6078.480286,6363.032458,5104.530784,5261.942118,3384.176218,5685.340968,4201.738429,5567.76565,4015.141904,5237.634864,5081.465413,5017.976453,5003.768355,5026.82218,4288.219353,4469.420166,3831.854384,4591.34922,3767.161141,4655.509326,5067.020978,3693.834116,3927.155067,4431.897988,5299.716658,5367.807899,5330.559095,4341.270532,5099.139163,5222.192987,4713.378588,4815.082548,4007.202597,4101.266295,5924.570218,4474.241862,3844.91995,4306.283767,4675.427797,4150.332203,4730.187542,4397.653882,4843.647303,5330.720064,5088.126717
Cer(d18:1/22:1),1421.163558,924.7258114,745.9500077,369.4337967,1127.79325,923.3654098,535.1055252,373.2664804,1441.302473,224.8625225,556.2225078,392.9350987,702.782845,848.5286571,801.757808,413.8527844,701.7672783,414.5796927,747.4895694,1508.536605,1591.840907,1390.928738,1255.917821,1490.655782,2297.318756,1959.033488,1082.986785,1515.416863,1582.90466,467.7999981,1354.543247,1569.458092,1742.489355,1890.816109,1316.478465,196.557887,1460.335572,980.202767,1895.15148,959.4008489,917.043102,1882.801019,1466.004457,828.8369343,721.5387037,629.6719035,752.7146379,656.830596,589.7050932
Cer(d18:1/24:1),4576.24013,3372.665232,5018.629847,3720.75957,3808.660184,10467.49862,4000.04703,3099.031188,3478.973244,2290.319153,5135.190824,6380.291469,1863.957641,8214.955293,4039.312776,3000.454431,6438.740121,4698.251922,3359.158067,3657.525874,4907.727278,2839.831969,3252.33215,4992.398871,5953.488536,4830.079964,3216.90568,6112.453133,3468.055817,1868.19924,6460.864977,3555.324968,3150.482864,4847.137019,4523.537305,2658.885946,5035.087588,2084.418252,6621.737625,4165.267274,2961.637756,2842.226829,4594.60275,4935.758464,2665.33819,2465.524699,3071.346782,3626.59708,3655.67011
Cer(t18:0/16:0),130.5377613,122.3511066,123.06264,114.2784981,126.9995691,105.5655518,87.66934204,120.0739735,109.0201731,219.0767615,85.96926375,160.5471697,174.0450967,55.37767642,102.6963496,168.8330988,134.1272041,252.7868042,154.6502075,135.8521314,127.7770713,109.2840872,196.5888585,119.3962824,146.126793,218.5873841,176.2488431,93.49169104,82.39875633,137.3744507,140.9431371,196.595917,164.5271305,81.7399866,114.9273987,224.7492091,106.1522827,186.6526747,96.12234923,236.7740038,160.3715336,157.3867854,198.1070871,136.0517373,121.4431772,175.8664842,176.1107497,169.8915109,128.4656836
Dihydroceramide,25.30525052,24.89597234,26.01441566,25.25571406,26.45598592,28.222012,23.17103589,24.98126209,23.71854022,30.33516576,26.72833607,29.91107038,27.17823625,26.26017761,25.79115331,29.19067843,26.17891411,22.99282159,25.95266736,25.09810369,25.33325581,21.01517218,22.31154142,19.96393621,29.85949305,21.75711816,22.33686829,26.44384948,22.24186707,20.1783905,19.93632809,24.40565116,30.57474797,24.24039047,22.31185913,15.34296591,24.20740495,27.25870309,24.60524702,24.4799192,26.60050964,33.41841804,25.87907835,31.26118134,27.85728304,28.15725855,28.44936156,35.19613571,34.061282
C2-Dihydroceramide ,135.6236775,141.3662589,84.88950871,90.06832454,95.41504949,81.27199833,95.06207742,173.094611,148.9647411,136.4756555,103.3849304,189.1686164,119.1428929,102.3728074,96.81126393,134.5079938,158.6890221,110.5958166,147.9457595,134.1887021,100.0771386,116.1384924,110.650189,544.198326,141.6715326,85.98889037,114.4044901,109.2432991,134.4535042,131.336179,142.9886933,93.11559617,95.97129892,145.4771821,109.2440189,164.8651263,122.4353003,124.1796629,151.0322262,192.1618011,106.4606563,123.8219238,138.7820713,136.2427317,148.1458613,139.787852,177.608323,173.2734956,186.3021339
HexHexCer(d18:1/18:1),116.1946381,138.2403569,202.9073526,250.0588989,121.741463,183.4857475,188.6419627,163.9750851,158.3937681,228.6650005,256.5996045,210.06917,193.2044715,227.8069763,244.8574524,166.7623396,297.3498884,168.5441987,169.1126332,271.1439487,198.8997484,165.4080734,223.4457264,176.6734062,231.9893798,267.3465381,230.7635881,183.2230328,201.5547757,113.9678005,166.9245593,340.3020162,166.6292079,155.2866302,132.3461304,301.6459046,201.5221606,318.6931183,81.60748508,141.7149392,309.1642193,388.1386308,205.4762192,185.4720089,156.4678024,172.2180887,225.4691629,123.4673163,178.6032414
HexCer(d18:1/16:0),14575.73221,14996.06891,10088.25537,12564.32916,9346.846245,13107.21901,14733.77415,13935.67184,15204.26634,16014.34076,11915.74419,14408.20119,14851.95933,12582.95379,12157.88314,14182.42326,12297.42869,16005.88852,12409.29889,14895.30629,13407.69875,14408.83431,16786.60581,13662.31696,14399.36849,15534.44205,14307.83306,12123.33149,16472.23713,9400.337155,11688.35096,16301.86759,15607.39356,10507.51777,10742.7785,11779.93656,13311.40727,15692.13116,11466.10243,10604.35479,12584.12174,20314.94645,15665.8783,13050.6397,13675.93522,13888.79463,14746.62798,13724.51941,14175.35141
HexCer(d18:1/18:1),5809.132071,5851.235618,5274.962233,6370.583354,5545.833036,5526.822869,6680.228397,5892.256122,8271.793001,8325.97229,6331.914125,7396.376849,6525.157713,5702.262178,5722.433592,6045.464379,5689.159398,5443.681185,5925.821979,6108.698394,6073.190517,7285.498905,6745.005912,6527.066858,6354.811832,6686.033757,6530.881458,6472.189737,6588.37938,5684.509213,5945.044497,6286.466829,7025.939036,5817.491025,5849.179497,6609.419179,6490.114108,7184.253949,5381.284883,5704.106021,6622.05007,7002.362592,6895.86331,6223.485384,6555.531238,6559.375738,6337.52445,6581.594122,6266.707629
HexCer(d18:1/20:0),36956.60984,37664.84447,26819.03219,39026.53341,27317.88087,33498.24162,40210.69814,37597.02604,32143.74634,40176.70877,37026.84494,37735.42946,38720.10456,35514.85179,33078.91187,37351.25187,32838.93122,42069.79478,34697.00229,31338.59185,32390.69489,30693.60796,35098.46155,35679.28944,31047.89713,33919.69829,33449.8377,35305.67503,29670.16414,27510.15496,33689.52852,32024.82129,29008.86548,27033.4527,29228.66016,30712.41568,34471.00288,33982.70479,30751.83991,36146.24904,34380.09337,33620.92171,38246.47411,33048.70181,34462.25439,36821.05947,36629.78334,34789.11531,37264.18524
HexCer(d18:1/18:0),127942.0615,125962.8574,94861.70246,114688.5196,107163.0175,111007.9688,112852.7106,115429.592,125761.2781,132868.9175,112029.906,121751.1729,118974.0017,105860.1408,104542.9217,112816.9614,104636.8122,118298.9846,113754.4674,132411.2866,124037.3697,138737.3671,136554.89,141064.8279,136430.9289,136872.5298,136338.1408,140457.4837,131870.8354,120381.3969,125913.3792,133818.9943,136863.6071,117489.5751,126692.3662,128508.9222,127038.5147,138061.7529,124706.1543,127077.4837,128288.106,143170.4131,147714.0527,120220.3375,138364.2302,126204.8789,126171.5499,127888.026,122810.3624
HexCer(d18:1/24:1),5009.144978,10378.78711,1509.511212,6440.403762,1534.065789,671.9211672,3069.383545,5428.540034,5089.207637,6863.187296,3376.251249,2161.182187,8460.863461,1241.352438,1439.514282,4304.543515,1027.703809,2673.177691,8387.596205,4539.061267,3162.983743,4747.952422,7171.986861,3926.162538,1586.509382,7006.896758,6936.785594,3078.702749,3048.946656,2402.033913,2004.499411,4800.342611,5337.424576,4300.544487,1797.635256,3438.881512,3405.353416,6263.766665,1344.873991,2774.23232,11658.13,7103.744405,5522.099189,4031.882604,6526.729221,6185.247626,5824.848582,4410.36861,3802.369424
HexHexCer(d18:1/18:0),5025.279889,4849.947379,4608.049865,6549.120161,4240.585461,7034.406087,5867.988158,6127.987778,4846.333909,6351.043762,6480.405281,6781.692935,5398.486653,6426.686718,6024.941883,5693.752641,7023.94442,6355.332273,4682.279084,7869.453884,5837.33644,7649.603672,6743.118791,7355.431946,7342.485047,8134.739779,6052.021624,5903.766683,7807.005319,5660.643237,5741.435271,8711.187384,7010.589269,5244.774128,5764.190882,6508.483966,6045.440993,8601.094303,6372.687967,5586.720373,7108.528517,10702.64231,7135.070442,5429.755686,5748.795334,5501.481862,5794.814792,5723.284015,6157.352451
SERINE,358.7561435,401.131456,359.3233232,446.9592218,373.904678,363.2687689,415.2193224,464.9932379,324.8083073,428.0916274,342.4979538,483.5865762,545.6943767,487.1430695,319.1274019,296.7106199,332.3886088,345.8730257,499.3546462,384.5520884,361.2977772,352.2133676,366.4279346,340.8705851,430.5572761,354.6506584,298.7730433,381.144662,380.693278,305.8467084,400.9374336,356.7132944,344.3750612,448.6611831,333.537639,448.7357299,397.3554435,354.4453158,368.8779097,414.2029684,332.3740664,380.9920515,347.6314984,344.1381891,311.18107,372.4456957,343.9654379,323.2911429,339.3600657
CYSTEINE,82.70097424,32.47150818,34.80352777,56.75850728,32.63130067,41.82918322,39.76863819,44.28091028,39.04287731,66.34392324,36.50255949,69.04065537,78.46161603,38.02412779,41.48975486,44.29136766,33.90518206,52.34287376,54.27904493,64.53619333,31.64722806,45.99670058,89.1964048,66.03735273,36.80762917,58.36191078,50.96981068,27.95087439,43.86839811,51.48899245,34.3373757,59.68579154,101.3794711,67.47858574,72.60607574,80.33750764,48.62841983,100.5541092,38.82850649,28.65589626,92.02244521,89.54554583,56.53085017,101.2586319,51.15965652,72.83501765,84.76453386,64.40298315,61.70346173
Guanidylic acid (guanosine monophosphate),11.07539368,35.47101205,21.08605856,14.83765539,68.21297816,17.25641644,5.679733336,0,2.835783132,19.88219957,12.17977905,8.341873169,6.659164429,8.353478035,62.3414216,10.20910225,31.26253013,2.320259821,26.3207948,34.87838721,26.2403147,52.91158776,23.01184555,32.11463888,16.16938782,24.50361754,85.35327317,31.13441623,40.01258808,38.00451923,69.30091036,17.36767871,25.54797902,23.34196471,29.01738194,15.7239025,20.98847961,36.64284026,28.83710209,6.94909668,8.080230003,28.83727807,27.13575505,45.98395044,16.8106734,16.90847531,10.88703509,15.20648491,18.09758748
Uracil,402.1840855,382.3039522,283.6875221,374.7374252,310.2352364,368.1092275,385.2439651,389.0084106,327.4911849,485.2893731,425.6177642,376.7534643,367.7858328,423.159706,347.2937864,331.7707255,414.7033991,495.1439955,337.1364479,300.4887255,350.4369833,318.4813038,418.5831853,279.1531704,403.3887252,323.4765908,280.7883872,454.4736605,318.7285128,296.0593744,355.704039,303.770467,390.3535455,278.7789237,324.5812637,380.7086619,415.1885847,398.7433715,286.8860807,391.7987522,360.6114146,347.8279137,468.3267936,388.390673,291.1102615,358.7888958,376.2713205,438.3194239,338.1023236
