Data,F109,F112,F114,F116,F129,F132,F137,F138,F141,CF92,CF93,CF94,CF95,CF97,CF98,CF100,CF101,CF104,CF108
,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT0,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000,WT1000
37,1.026280968,0.868575745,0.867687057,0.990993115,0.841804814,1.080154672,0.924008831,1.200006452,0.765377137,0.792753348,0.887566589,0.798318397,0.924493554,0.927265483,1.059016486,0.874863596,0.831907723,1.05098426,0.915336287
38,1.076358138,1.246047608,0.775766531,0.752005392,0.553897129,0.762603635,0.620167328,1.094658847,0.707487673,1.176135344,0.817570037,1.240214957,0.844229172,0.775351129,0.562334866,0.684223772,0.955647746,0.628549306,0.827151321
39,1.039061228,1.202411292,0.877411359,0.882344961,1.390718826,0.806244894,0.907698464,0.743473899,0.965666801,1.096632091,0.671766729,0.96856596,0.888843428,0.90545642,1.052753239,1.022315387,0.993938544,0.732937166,0.99010654
40,0.985429434,0.961974954,0.951844177,0.918148159,0.958739953,0.939174732,0.992258205,0.979498392,0.946924464,1.034209233,0.921764586,1.016089133,0.9160416,0.950682102,0.974660564,0.986362684,1.028329971,0.982556873,0.921286332
41,0.827487363,0.868728323,1.085463385,0.83444492,0.720395918,0.987941349,0.7110616,0.456054818,0.43236877,0.75918969,0.750026887,0.852781234,0.869765882,0.560809569,1.627603543,0.59513798,1.036110994,0.733579916,0.83441763
42,0.943945932,0.916855975,0.569468514,0.917094604,0.737587159,0.589152157,1.055688733,1.048581974,0.973892879,1.344104751,1.169750887,0.810494634,1.232820621,0.884134479,0.813086793,0.918172845,0.959674433,1.087822515,0.780347524
43,1.194012991,1.358000664,1.133922445,1.023046714,1.021903084,0.511366944,0.854276101,0.656514661,0.803591756,0.688354,1.036085933,1.110827536,0.950945557,1.127545578,0.857885745,0.730962611,0.837878341,0.432049981,1.217586017
44,0.909945485,1.212140798,1.056090333,0.907952348,1.042600234,1.004887082,0.993947846,0.99548776,1.041244598,1.931724273,1.126304883,0.94699215,1.286545274,0.851835299,0.893668136,1.03189707,0.959936914,1.17419155,0.77862282
45,1.269582816,0.686710226,0.903250745,0.788968855,0.998620066,0.859016745,0.842892335,0.790413293,0.822240113,0.838080485,0.71150147,0.752025557,0.803319183,0.680121634,0.904534727,0.89356657,0.984007269,0.835266376,0.81506599
46,0.837797737,0.82740023,1.214961524,0.802031012,0.946757591,1.010137121,1.008010558,1.205022631,1.095883621,1.297622789,1.073899886,1.194281268,1.139545699,0.961929033,0.768688109,1.062320225,1.199907921,1.06444697,0.88367366
47,0.979246545,0.951289434,0.956626536,0.983392406,0.860538986,1.019689733,1.002497443,0.98439973,0.944552248,1.159755963,1.049750025,1.036997731,0.996604585,0.977693616,0.87326688,0.994263795,0.969103325,0.806688313,0.915655636
48,0.932323889,1.188459622,0.82865358,1.029105419,0.853363495,0.81140371,0.984961682,1.084154018,0.917273557,1.212602676,0.984977476,0.858177353,1.298192961,0.906918314,0.769890088,1.015100878,0.836039098,0.977406835,0.999172561
49,0.964309374,1.024108394,0.849107754,0.925587571,0.812849173,0.98359788,1.046465332,0.922662365,0.909020779,1.122369649,0.914996377,1.242201636,0.821321274,0.956794209,1.077500442,1.005651672,1.152857862,1.126564839,0.916723919
50,0.450260085,1.509969011,0.705761871,1.164682261,0.827870275,0.395585045,0.909418825,0.986231255,1.494564473,1.057449769,0.793456733,2.180089218,1.290642108,0.93943944,1.529863417,1.691630771,2.024536774,1.420817873,1.800339259
